data(p149):a2(A,2):-0.3271161170993295 
data(p230):a15(A,0):-0.5764487902734078 
data(p230):a1(A,b):0.3477502141440964 
data(p230):a4(A,u):-0.05283180993207397 
data(p230):a5(A,g):-0.04328188876692947 
data(p230):a6(A,cc):1.2658046687885314 
data(p230):a7(A,v):0.03929787045173673 
data(p230):a9(A,t):1.387743376714489 
data(p230):a10(A,f):-0.3338273906334682 
data(p230):a12(A,f):0.627085963051071 
data(p230):a13(A,g):-0.06958313305372517 
data(p510):a2(A,0):-0.4736515780001203 
data(p510):a3(A,2):0.7735528932509468 
data(p510):a8(A,2):0.8749476051844457 
data(p510):a11(A,0):-0.3814117534246553 
data(p510):a14(A,0):0.7624712290395464 
data(p510):a15(A,1):-0.817769510959517 
data(p510):a1(A,b):0.27208369312750513 
data(p510):a4(A,y):-0.9040755791658448 
data(p510):a5(A,p):-0.8188889850595642 
data(p510):a6(A,w):2.191111795594758 
data(p510):a7(A,v):0.26352671297516994 
data(p510):a9(A,t):1.3274741728781516 
data(p510):a10(A,t):-0.37377838184753703 
data(p510):a12(A,t):0.3104910448564724 
data(p510):a13(A,g):-0.10391761454121785 
data(p281):a2(A,0):-0.2948099438208586 
data(p281):a3(A,0):2.020503753633994 
data(p281):a8(A,1):-1.6630306624018516 
data(p281):a11(A,0):-0.2726100014950929 
data(p281):a14(A,3):1.1394350484143916 
data(p281):a15(A,1):-0.14110393781428743 
data(p281):a1(A,b):0.4048145485883594 
data(p281):a4(A,y):-1.4208764194042682 
data(p281):a5(A,p):-0.926314190279718 
data(p281):a6(A,c):0.6814913927810351 
data(p281):a7(A,h):0.00794834326587728 
data(p281):a9(A,f):-2.0915304698220414 
data(p281):a10(A,f):-0.02054892603902873 
data(p281):a12(A,f):0.11689532936148148 
data(p281):a13(A,g):-0.1902068117595414 
data(p532):a2(A,1):-0.039162523501415275 
data(p532):a3(A,0):-0.23028878211909348 
data(p532):a8(A,2):0.6110024590160172 
data(p532):a11(A,0):-0.3734529685366474 
data(p532):a14(A,3):-0.314929202610576 
data(p532):a15(A,0):-1.766092449931752 
data(p532):a1(A,a):0.5952305244584847 
data(p532):a4(A,u):-0.439130503658261 
data(p532):a5(A,g):-0.2886808415251945 
data(p532):a6(A,aa):-0.26403726894404744 
data(p532):a7(A,h):0.9018245582672463 
data(p532):a9(A,t):0.8435243983903801 
data(p532):a10(A,f):-1.0097948744065564 
data(p532):a12(A,f):0.809647821763422 
data(p532):a13(A,g):-0.1721475114004714 
data(p404):a2(A,0):-0.17172052116454825 
data(p404):a3(A,0):0.5919269050202789 
data(p404):a8(A,1):-1.6837045583884644 
data(p404):a11(A,0):-0.31708763058485606 
data(p404):a14(A,1):-0.6846380532891161 
data(p404):a15(A,0):-0.4209117537498242 
data(p404):a1(A,a):1.4970257178857473 
data(p404):a4(A,u):-0.3510147552853737 
data(p404):a5(A,g):-0.19450069114587148 
data(p404):a6(A,q):0.6352892791987936 
data(p404):a7(A,v):-0.8494359616618962 
data(p404):a9(A,f):-2.283109827036143 
data(p404):a10(A,f):-0.02276535800099606 
data(p404):a12(A,f):0.8304292865568313 
data(p404):a13(A,s):-0.10807848640435144 
data(p523):a2(A,1):0.4867018948683886 
data(p523):a3(A,2):0.3539394332347927 
data(p523):a8(A,2):0.8591916005695107 
data(p523):a11(A,0):-0.5308173921938145 
data(p523):a14(A,2):-0.6457615991561051 
data(p523):a15(A,2):1.8015878912439673 
data(p523):a1(A,b):0.42612651512251604 
data(p523):a4(A,u):-0.19757848977697343 
data(p523):a5(A,g):-0.16167378806292793 
data(p523):a6(A,m):-0.02862156100883084 
data(p523):a7(A,v):0.3794608944559548 
data(p523):a9(A,t):1.7237651000975984 
data(p523):a10(A,t):-0.3540004523057124 
data(p523):a12(A,f):0.4767911557679156 
data(p523):a13(A,g):-0.10821652331672586 
data(p229):a2(A,0):-0.032042413510830654 
data(p229):a3(A,0):0.719988320258389 
data(p229):a8(A,2):0.6503544998035188 
data(p229):a11(A,0):-0.29235785741945935 
data(p229):a14(A,0):2.6926599853800615 
data(p229):a15(A,0):-0.28200488871882035 
data(p229):a1(A,b):0.7802860000364448 
data(p229):a4(A,u):-0.18270665222194582 
data(p229):a5(A,g):-0.1186943614936238 
data(p229):a6(A,q):-0.05033963345384539 
data(p229):a7(A,v):-0.41467873613861717 
data(p229):a9(A,t):1.1807102891213426 
data(p229):a10(A,t):-0.579343494785934 
data(p229):a12(A,t):-0.08787234083545509 
data(p229):a13(A,g):-0.008955762800878899 
data(p101):a2(A,2):-0.7426891744790168 
data(p101):a3(A,1):-1.3588768004850935 
data(p101):a8(A,1):-1.9030851269757056 
data(p101):a11(A,0):-0.4794745083283988 
data(p101):a14(A,2):-1.1178519470821926 
data(p101):a15(A,2):1.6557879254103802 
data(p101):a1(A,b):0.3932268846858458 
data(p101):a4(A,y):-0.9963570654808258 
data(p101):a5(A,p):-0.7402906130964508 
data(p101):a6(A,c):-0.16367630170640138 
data(p101):a7(A,bb):-0.16843970264718935 
data(p101):a9(A,t):0.9481934466678817 
data(p101):a10(A,f):-1.1417570724806547 
data(p101):a12(A,t):0.295319411514514 
data(p101):a13(A,g):-0.1703163553943291 
data(p291):a2(A,1):0.7894720030968367 
data(p291):a3(A,0):-0.15790388152715892 
data(p291):a8(A,1):-2.2211281309414863 
data(p291):a11(A,0):-0.4056199915139959 
data(p291):a14(A,3):0.8670269663351502 
data(p291):a15(A,0):-1.126310171480969 
data(p291):a1(A,b):0.7071800879473482 
data(p291):a4(A,u):-0.872920296414131 
data(p291):a5(A,g):-0.3140025462689829 
data(p291):a6(A,m):-0.017850412427154863 
data(p291):a7(A,v):-0.5255886092452701 
data(p291):a9(A,f):-2.429467732056634 
data(p291):a10(A,f):0.04687042342563497 
data(p291):a12(A,t):-0.11025917184646121 
data(p291):a13(A,s):-0.1979807874622743 
data(p614):a2(A,0):0.042771682319854544 
data(p614):a3(A,3):-1.0088352381623882 
data(p614):a8(A,1):-2.5772075973800335 
data(p614):a11(A,0):-0.46707482908929776 
data(p614):a14(A,2):-1.0016096801394119 
data(p614):a15(A,1):-0.1068166207333187 
data(p614):a1(A,b):0.37209190120634644 
data(p614):a4(A,u):-0.3026647780752972 
data(p614):a5(A,g):-0.10876969136174117 
data(p614):a6(A,c):0.29862373944254134 
data(p614):a7(A,bb):0.2332741436165223 
data(p614):a9(A,f):-2.74296421605683 
data(p614):a10(A,t):-0.6655296599569407 
data(p614):a12(A,t):-0.07243897025470128 
data(p614):a13(A,g):-0.19192532459175007 
data(p445):a2(A,0):-0.13996095667278777 
data(p445):a3(A,0):0.8929705899147453 
data(p445):a8(A,0):-0.9533409203352311 
data(p445):a11(A,0):-0.2844495588160328 
data(p445):a14(A,1):-1.0469315690244931 
data(p445):a15(A,0):0.04485973158053109 
data(p445):a1(A,a):1.5727647049746087 
data(p445):a4(A,y):-1.4381980677596284 
data(p445):a5(A,p):-0.673464236609803 
data(p445):a6(A,j):0.0 
data(p445):a7(A,ff):-0.22390389609461836 
data(p445):a9(A,f):-2.115639578340932 
data(p445):a10(A,f):-0.3952264566371413 
data(p445):a12(A,f):0.3166014942157732 
data(p445):a13(A,g):-0.20330724662865227 
data(p367):a2(A,1):0.14341355563987954 
data(p367):a3(A,2):0.015291936714575462 
data(p367):a8(A,0):-0.095802173236553 
data(p367):a11(A,0):-0.4066847333149973 
data(p367):a14(A,2):-0.5110684040706243 
data(p367):a15(A,2):0.8444521113267158 
data(p367):a1(A,a):1.567360452678859 
data(p367):a4(A,u):-0.40753204336855475 
data(p367):a5(A,g):-0.2598043374741047 
data(p367):a6(A,aa):-0.14054215181548352 
data(p367):a7(A,v):0.5375350828406882 
data(p367):a9(A,f):-3.537275958727341 
data(p367):a10(A,f):-0.27031975229636473 
data(p367):a12(A,f):0.5437911532640344 
data(p367):a13(A,g):-0.21191024786259433 
data(p653):a2(A,0):-0.41285700012217735 
data(p653):a3(A,0):-0.4322410562003748 
data(p653):a8(A,1):-2.186853807069951 
data(p653):a11(A,0):-0.35149012971254523 
data(p653):a14(A,1):-0.9762244533366647 
data(p653):a15(A,0):-0.6295561966960034 
data(p653):a1(A,a):1.111033175050681 
data(p653):a4(A,u):-0.615867352889295 
data(p653):a5(A,g):-0.2477054532908432 
data(p653):a6(A,i):-0.4379593592543296 
data(p653):a7(A,v):-0.7715564863238565 
data(p653):a9(A,f):-2.4336177439228392 
data(p653):a10(A,f):-0.3393230684156895 
data(p653):a12(A,t):-0.2719035966595742 
data(p653):a13(A,s):-0.009261739421123977 
data(p54):a2(A,2):-0.10213996741698278 
data(p54):a3(A,1):-0.9654312928509908 
data(p54):a8(A,0):1.057474344798606 
data(p54):a11(A,0):-0.41900862561633273 
data(p54):a14(A,2):-1.5547728192919748 
data(p54):a15(A,1):1.1895918649747879 
data(p54):a1(A,b):0.6712408648426913 
data(p54):a4(A,u):-0.29471169418254417 
data(p54):a5(A,g):-0.19256374929813588 
data(p54):a6(A,w):2.1760745116425584 
data(p54):a7(A,v):1.0668715067182875 
data(p54):a9(A,t):1.1635160283236767 
data(p54):a10(A,f):-0.8267253156501256 
data(p54):a12(A,t):0.2895098971320311 
data(p54):a13(A,g):-0.07229123291244116 
data(p228):a2(A,0):0.49225467406561024 
data(p228):a3(A,3):0.5078535662619764 
data(p228):a8(A,2):2.2488863015678455 
data(p228):a11(A,0):-0.32216611677681445 
data(p228):a14(A,2):-0.24991280378734923 
data(p228):a15(A,0):-0.16908907808930165 
data(p228):a1(A,a):1.6890156416479858 
data(p228):a4(A,y):-0.7531077372062258 
data(p228):a5(A,p):-0.5876835731394235 
data(p228):a6(A,x):1.645239073109094 
data(p228):a7(A,v):-0.024024164314267796 
data(p228):a9(A,f):-1.9928111373358746 
data(p228):a10(A,f):-0.23627154658062066 
data(p228):a12(A,f):0.43632266500263206 
data(p228):a13(A,g):-0.1852705284964363 
data(p392):a2(A,3):-0.5890411552604192 
data(p392):a3(A,2):-0.8349933672836704 
data(p392):a8(A,1):-1.9340932876059869 
data(p392):a11(A,0):-0.4068188135375585 
data(p392):a14(A,3):0.5188182915855971 
data(p392):a15(A,0):-0.6432012971871962 
data(p392):a1(A,b):0.43329475448989746 
data(p392):a4(A,u):-0.2349109532812704 
data(p392):a5(A,g):-0.19081994915056338 
data(p392):a6(A,i):-0.3744250597385829 
data(p392):a7(A,bb):0.27097654063767307 
data(p392):a9(A,f):-2.341587630762538 
data(p392):a10(A,f):0.09974657644276469 
data(p392):a12(A,f):0.36514158505223115 
data(p392):a13(A,g):-0.21855150933688802 
data(p666):a2(A,2):-0.7508515276018657 
data(p666):a3(A,0):1.9020169108766796 
data(p666):a8(A,0):0.2739731325899729 
data(p666):a11(A,0):-0.3458405866560285 
data(p666):a14(A,0):0.7000383861868784 
data(p666):a15(A,0):0.12958663064050066 
data(p666):a1(A,b):0.4211326570774558 
data(p666):a4(A,y):-1.507501806307318 
data(p666):a5(A,p):-0.7189747811635884 
data(p666):a6(A,m):-0.029073592632560995 
data(p666):a7(A,v):0.37595450991259827 
data(p666):a9(A,f):-2.775393708650114 
data(p666):a10(A,f):-0.4117069779748854 
data(p666):a12(A,f):-0.32108832230854717 
data(p666):a13(A,g):-0.10777187835717413 
data(p689):a2(A,0):-0.9784923791608696 
data(p689):a3(A,0):0.9346343223625612 
data(p689):a8(A,0):-0.7772920934048602 
data(p689):a11(A,0):-0.2854103119530153 
data(p689):a14(A,3):1.0092785114683656 
data(p689):a15(A,2):1.0357830540086697 
data(p689):a1(A,b):0.6749718439722233 
data(p689):a4(A,u):-0.24276051084735828 
data(p689):a5(A,g):-0.09519389961109309 
data(p689):a6(A,aa):-0.1996778687506462 
data(p689):a7(A,v):0.012672270684625377 
data(p689):a9(A,f):-2.8792974728574383 
data(p689):a10(A,f):0.2156045966245348 
data(p689):a12(A,f):0.08844212659243461 
data(p689):a13(A,g):-0.07864289168895466 
data(p155):a2(A,2):-1.1229311141889742 
data(p155):a3(A,1):-0.913225139669085 
data(p155):a8(A,3):2.4141098153822558 
data(p155):a11(A,0):-0.40595942182202255 
data(p155):a14(A,0):2.0167294595889786 
data(p155):a15(A,0):-0.3224669355830996 
data(p155):a1(A,b):0.5839778690311906 
data(p155):a4(A,u):-0.1377817508733806 
data(p155):a5(A,g):-0.14985500434942586 
data(p155):a6(A,cc):1.0392554026067968 
data(p155):a7(A,h):1.4550159952585522 
data(p155):a9(A,t):1.4340188805947032 
data(p155):a10(A,t):0.08734084957528869 
data(p155):a12(A,t):-0.07188900472490176 
data(p155):a13(A,g):-0.09190921083003986 
data(p252):a2(A,3):-0.5251503645894773 
data(p252):a3(A,2):-0.10297205305184308 
data(p252):a8(A,3):1.125897961786094 
data(p252):a11(A,1):1.1906908667224374 
data(p252):a14(A,3):-1.8659937810859402 
data(p252):a15(A,0):-1.0228693677017509 
data(p252):a1(A,b):0.4830540579356013 
data(p252):a4(A,u):-0.24992073912192375 
data(p252):a5(A,g):-0.1590019362637983 
data(p252):a6(A,q):-0.4057005623191986 
data(p252):a7(A,h):0.9592670818140718 
data(p252):a9(A,t):1.3890378788792945 
data(p252):a10(A,t):-0.46913182581683555 
data(p252):a12(A,t):-0.1314064162220653 
data(p252):a13(A,g):-0.19723289902290486 
data(p276):a2(A,0):0.856923768511039 
data(p276):a3(A,2):-0.012761390278301199 
data(p276):a8(A,1):-2.293900065551108 
data(p276):a11(A,0):-0.40634728580046026 
data(p276):a14(A,1):-0.7576609044401933 
data(p276):a15(A,0):-0.07232564352403634 
data(p276):a1(A,b):0.5360766881428303 
data(p276):a4(A,u):-0.13501566079250557 
data(p276):a5(A,g):-0.07315590466431034 
data(p276):a6(A,d):0.01757566880376124 
data(p276):a7(A,v):-0.3111398636466204 
data(p276):a9(A,f):-3.208743532932941 
data(p276):a10(A,f):0.08248380896707234 
data(p276):a12(A,f):0.6914436905468802 
data(p276):a13(A,g):-0.13625010305220434 
data(p500):a2(A,0):-0.35353213302539493 
data(p500):a3(A,2):0.2177909179045884 
data(p500):a8(A,2):1.6743767124870463 
data(p500):a11(A,0):-0.5064040291407631 
data(p500):a14(A,2):-0.7530346347155676 
data(p500):a15(A,2):1.490851788651607 
data(p500):a1(A,b):0.40137202195992183 
data(p500):a4(A,u):-0.037031289612020075 
data(p500):a5(A,g):-0.05477736463531371 
data(p500):a6(A,c):0.19098645655029314 
data(p500):a7(A,v):0.10735658590911891 
data(p500):a9(A,t):1.4446887742005838 
data(p500):a10(A,t):-0.3873690654031564 
data(p500):a12(A,f):0.5722392222590335 
data(p500):a13(A,g):-0.09271275263222684 
data(p672):a2(A,1):0.8934557400485015 
data(p672):a3(A,3):-0.47157987442232574 
data(p672):a8(A,1):-1.8753004491192402 
data(p672):a11(A,0):-0.414651821602126 
data(p672):a14(A,0):0.9003901648531168 
data(p672):a15(A,0):0.30702468187043586 
data(p672):a1(A,b):0.4939967416151102 
data(p672):a4(A,u):-0.31910975334460556 
data(p672):a5(A,g):-0.11120276398070697 
data(p672):a6(A,cc):1.1863136989147594 
data(p672):a7(A,v):-0.06664201181137384 
data(p672):a9(A,f):-3.343245624172089 
data(p672):a10(A,f):-0.012616370735250718 
data(p672):a12(A,f):0.39447576837045145 
data(p672):a13(A,g):-0.11240309252203125 
data(p476):a2(A,1):0.7140881839167893 
data(p476):a3(A,1):-1.1486490743564104 
data(p476):a8(A,1):-2.2522703569613776 
data(p476):a11(A,0):-0.442979958145315 
data(p476):a14(A,0):1.0723909635209707 
data(p476):a15(A,0):0.010340086598349982 
data(p476):a1(A,b):0.805030955338071 
data(p476):a4(A,u):-0.513080465347204 
data(p476):a5(A,g):-0.19331695840777147 
data(p476):a6(A,d):-0.003625417897365417 
data(p476):a7(A,v):-0.18376421646049315 
data(p476):a9(A,f):-3.369868832568552 
data(p476):a10(A,f):-0.19958238051083746 
data(p476):a12(A,t):0.14686439071510382 
data(p476):a13(A,g):-0.11869484461748468 
data(p159):a2(A,1):0.4628398356800881 
data(p159):a3(A,1):-0.1548773659025063 
data(p159):a8(A,3):2.836206929852868 
data(p159):a11(A,0):-0.5337561156766252 
data(p159):a14(A,2):-1.3804655913921247 
data(p159):a15(A,0):-1.0666987451863401 
data(p159):a1(A,b):0.7282293324696062 
data(p159):a4(A,u):-0.2786503223162867 
data(p159):a5(A,g):-0.189668094327236 
data(p159):a6(A,k):-0.8080010394509834 
data(p159):a7(A,h):1.3402942395109416 
data(p159):a9(A,t):1.1248934117865392 
data(p159):a10(A,t):-0.06359903032278541 
data(p159):a12(A,t):-0.36870569077746124 
data(p159):a13(A,g):-0.14738108601261574 
data(p272):a2(A,2):-1.0747260021203986 
data(p272):a3(A,1):-0.6036822146603416 
data(p272):a8(A,2):1.944304027297395 
data(p272):a11(A,0):-0.4409083822327618 
data(p272):a14(A,3):1.6367247575209742 
data(p272):a15(A,0):-1.2613218251371343 
data(p272):a1(A,b):0.8212200513498843 
data(p272):a4(A,u):-0.6609631546352012 
data(p272):a5(A,g):-0.22821036947757073 
data(p272):a6(A,c):0.4712936272783317 
data(p272):a7(A,v):0.1766180229085804 
data(p272):a9(A,f):-2.1044679545451803 
data(p272):a10(A,f):-0.12457452488793237 
data(p272):a12(A,t):0.07351601349605759 
data(p272):a13(A,g):-0.16034026003631538 
data(p45):a2(A,3):-0.7196911141437808 
data(p45):a3(A,3):-0.5943334777343642 
data(p45):a8(A,3):1.8879339070025976 
data(p45):a11(A,1):1.612034897063704 
data(p45):a14(A,0):0.4300145750368858 
data(p45):a15(A,1):-0.9894660504440833 
data(p45):a1(A,b):0.10586807659473452 
data(p45):a4(A,y):-1.3034249851987079 
data(p45):a5(A,p):-0.7758570436769865 
data(p45):a6(A,c):0.20186867942675174 
data(p45):a7(A,v):0.3027267792282529 
data(p45):a9(A,t):1.6167161729271031 
data(p45):a10(A,t):0.23043277018370764 
data(p45):a12(A,f):0.024461999504158637 
data(p45):a13(A,g):-0.08064901607153126 
data(p679):a2(A,0):0.6027527799930712 
data(p679):a3(A,3):-0.024179702019101856 
data(p679):a8(A,0):-1.1327699364448198 
data(p679):a11(A,0):-0.2664212006291125 
data(p679):a14(A,0):-0.0032257770060613975 
data(p679):a15(A,1):-0.832904686642056 
data(p679):a1(A,a):1.447465259042368 
data(p679):a4(A,u):-0.25529428164845036 
data(p679):a5(A,g):-0.15140810311666872 
data(p679):a6(A,ff):-0.22551921275013134 
data(p679):a7(A,ff):-0.21153356471651208 
data(p679):a9(A,f):-2.969594044954989 
data(p679):a10(A,f):-0.1077454893808172 
data(p679):a12(A,f):0.2880550652611768 
data(p679):a13(A,g):-0.16956001431691797 
data(p674):a2(A,2):-0.7066711712852131 
data(p674):a3(A,1):-0.8087966945172436 
data(p674):a8(A,2):2.067177433745312 
data(p674):a11(A,0):-0.34206927937359405 
data(p674):a14(A,2):0.638596263255975 
data(p674):a15(A,1):0.1625586561542947 
data(p674):a4(A,y):-1.5151818842669527 
data(p674):a5(A,p):-0.9829763773419978 
data(p674):a6(A,e):0.08138386107742761 
data(p674):a7(A,h):0.7091967836779951 
data(p674):a9(A,f):-1.9902344813302215 
data(p674):a10(A,f):-0.3989429334526158 
data(p674):a12(A,f):0.2123631409143082 
data(p674):a13(A,g):-0.2109688063636955 
data(p114):a2(A,2):-0.1775941918606845 
data(p114):a3(A,0):-0.35039006547980994 
data(p114):a8(A,1):-1.921834250739677 
data(p114):a11(A,0):-0.48880561922987537 
data(p114):a14(A,2):-2.27583955261624 
data(p114):a15(A,0):-1.5981379948209067 
data(p114):a1(A,a):1.5841411017418943 
data(p114):a4(A,u):-0.4969542860225054 
data(p114):a5(A,g):-0.3533395108422975 
data(p114):a6(A,k):-0.6565398669000692 
data(p114):a7(A,bb):0.09088603207048589 
data(p114):a9(A,t):1.1277163281359543 
data(p114):a10(A,t):-0.11094697072432891 
data(p114):a12(A,t):-0.5101665469977938 
data(p114):a13(A,g):-0.14650719632526554 
data(p25):a2(A,3):0.5860723189496624 
data(p25):a3(A,2):1.3181349338048294 
data(p25):a8(A,1):-1.4920605442689683 
data(p25):a11(A,0):-0.4121176674295103 
data(p25):a14(A,1):-0.504646414014012 
data(p25):a15(A,0):-0.72299678089445 
data(p25):a1(A,a):2.021151904099082 
data(p25):a4(A,u):-0.2521368164087332 
data(p25):a5(A,g):-0.20046080828985988 
data(p25):a6(A,q):-0.46511762935058926 
data(p25):a7(A,v):0.4245384688229396 
data(p25):a9(A,t):1.7022924549467575 
data(p25):a10(A,t):-0.3246876810077109 
data(p25):a12(A,t):0.0479775321915109 
data(p25):a13(A,g):-0.13039656734124727 
data(p212):a2(A,1):1.997297500555475 
data(p212):a3(A,2):1.6571850007324178 
data(p212):a8(A,3):0.3301079005980673 
data(p212):a11(A,0):-0.4246430325976732 
data(p212):a14(A,1):-0.7318060572006798 
data(p212):a15(A,0):-0.5900696107960269 
data(p212):a1(A,b):0.41473558339815736 
data(p212):a4(A,y):-1.2364514260870358 
data(p212):a5(A,p):-0.7782548352209491 
data(p212):a6(A,d):0.0011045087639319079 
data(p212):a7(A,v):-0.16559506087810488 
data(p212):a9(A,t):1.198503737946377 
data(p212):a10(A,f):-0.9568488701863254 
data(p212):a12(A,t):0.38616638147474186 
data(p212):a13(A,s):-0.06183068853994999 
data(p109):a2(A,3):-0.5675384943187067 
data(p109):a3(A,1):-0.9278938404571041 
data(p109):a8(A,3):1.2513100137997684 
data(p109):a11(A,0):-0.41899479471339657 
data(p109):a14(A,2):-0.8904200239637792 
data(p109):a15(A,0):-0.8928191088876818 
data(p109):a1(A,b):0.5257994718885729 
data(p109):a4(A,y):-1.4989570331846234 
data(p109):a5(A,p):-0.8021689345272033 
data(p109):a6(A,x):1.1088232137656278 
data(p109):a7(A,h):0.9844907228930261 
data(p109):a9(A,t):0.7187487018665164 
data(p109):a10(A,f):-1.3764575156426024 
data(p109):a12(A,t):-0.07162195185977355 
data(p109):a13(A,g):-0.17531641652171334 
data(p321):a2(A,0):1.2356602667159469 
data(p321):a3(A,1):-0.361300973240669 
data(p321):a8(A,2):2.419867786484891 
data(p321):a11(A,0):-0.3584834463491492 
data(p321):a14(A,1):-1.2086630056264531 
data(p321):a15(A,1):0.32406564474808996 
data(p321):a1(A,b):0.8194749469643549 
data(p321):a4(A,u):-0.05165395759254037 
data(p321):a5(A,g):-0.050767823902483834 
data(p321):a6(A,w):2.7052974071826266 
