data(p756):a1(A,f):-0.17670463857288382 
data(p714):a31(A,f):-0.20794221580525496 
data(p714):a32(A,f):0.16994025060049342 
data(p714):a33(A,f):1.0258736298303623 
data(p714):a34(A,f):0.2839208349657349 
data(p714):a35(A,t):0.503696714576076 
data(p714):a36(A,n):0.04209017418376433 
data(p2853):a1(A,f):-0.3781960652870352 
data(p2853):a2(A,f):-0.15048824112140527 
data(p2853):a3(A,f):0.06541413590103405 
data(p2853):a4(A,f):0.21180346168612504 
data(p2853):a5(A,f):0.15998824162067518 
data(p2853):a6(A,f):-0.6522645782352626 
data(p2853):a7(A,f):0.21269434846496607 
data(p2853):a8(A,f):0.02550444501339577 
data(p2853):a9(A,f):0.252539301464404 
data(p2853):a10(A,f):1.4725976251185122 
data(p2853):a11(A,t):-0.07910108765192397 
data(p2853):a12(A,f):-0.054896667590903794 
data(p2853):a13(A,l):-0.006948193726562321 
data(p2853):a14(A,f):0.002921504759537321 
data(p2853):a15(A,n):-0.42365147093874944 
data(p2853):a16(A,f):0.0890098142072411 
data(p2853):a17(A,f):-0.05736770417225111 
data(p2853):a18(A,f):1.2360183888293856 
data(p2853):a19(A,f):0.0 
data(p2853):a20(A,t):-0.255098239794751 
data(p2853):a21(A,f):-1.6481149070909158 
data(p2853):a22(A,f):0.06799510046673217 
data(p2853):a23(A,f):0.14777550666575487 
data(p2853):a24(A,f):-0.01956015264558092 
data(p2853):a25(A,f):0.0 
data(p2853):a26(A,t):-0.041505752173132876 
data(p2853):a27(A,t):-0.4622057586190934 
data(p2853):a28(A,f):0.0 
data(p2853):a29(A,f):0.0004229011601465278 
data(p2853):a30(A,f):0.06738008132936893 
data(p2853):a31(A,t):0.6267895909537884 
data(p2853):a32(A,f):0.13406709006055753 
data(p2853):a33(A,t):-1.7868002230135438 
data(p2853):a34(A,t):0.01613008404116119 
data(p2853):a35(A,f):-1.8813688745419432 
data(p2853):a36(A,n):0.07670614304336279 
data(p1448):a1(A,f):-0.2491801362787397 
data(p1448):a2(A,f):-0.01126790680628947 
data(p1448):a3(A,f):0.0594493541603918 
data(p1448):a4(A,t):-0.5537295418330602 
data(p1448):a5(A,f):-0.1619208027241466 
data(p1448):a6(A,t):0.5106490613115817 
data(p1448):a7(A,f):0.06189243283225706 
data(p1448):a8(A,f):0.05289683114465397 
data(p1448):a9(A,f):0.15031760810759096 
data(p1448):a10(A,t):-3.326457623805743 
data(p1448):a11(A,f):-0.39401202624456233 
data(p1448):a12(A,f):0.03569553703978331 
data(p1448):a13(A,g):0.16121898615098265 
data(p1448):a14(A,f):0.0030082051201170837 
data(p1448):a15(A,n):0.130806796519007 
data(p1448):a16(A,f):0.08801528314947622 
data(p1448):a17(A,f):-0.05362361981147841 
data(p1448):a18(A,t):-0.06009437451986143 
data(p1448):a19(A,f):0.0 
data(p1448):a20(A,f):0.0011543408270343284 
data(p1448):a21(A,f):-1.8949352116318632 
data(p1448):a22(A,f):0.02113883210762857 
data(p1448):a23(A,f):0.1479635469054197 
data(p1448):a24(A,t):-0.10452994688247932 
data(p1448):a25(A,f):0.0 
data(p1448):a26(A,t):-0.055595189191946164 
data(p1448):a27(A,f):0.04978384759282943 
data(p1448):a28(A,f):0.0 
data(p1448):a29(A,f):0.00031856310424634393 
data(p1448):a30(A,f):0.03041287397205118 
data(p1448):a31(A,f):-0.0023278265315395835 
data(p1448):a32(A,f):0.16121078153933752 
data(p1448):a33(A,f):1.7618759603977125 
data(p1448):a34(A,t):-0.13018674299613744 
data(p1448):a35(A,t):0.32119139507180217 
data(p1448):a36(A,n):0.03763931775464282 
data(p433):a1(A,f):-0.4574205139215209 
data(p433):a2(A,f):-0.07067896495506815 
data(p433):a3(A,f):0.06687506725098163 
data(p433):a4(A,f):0.21646122251974212 
data(p433):a5(A,t):0.182130528004562 
data(p433):a6(A,t):1.1032959626956658 
data(p433):a7(A,t):-0.20751117020776688 
data(p433):a8(A,f):0.028973115188556005 
data(p433):a9(A,f):0.19716792108516154 
data(p433):a10(A,f):1.9794425251247223 
data(p433):a11(A,t):0.20568067275261023 
data(p433):a12(A,f):-0.0025542634310651083 
data(p433):a13(A,g):0.3444280117694939 
data(p433):a14(A,f):0.0037689440780470595 
data(p433):a15(A,n):-0.3013932736534795 
data(p433):a16(A,f):0.10759027082850185 
data(p433):a17(A,f):-0.05075019479190059 
data(p433):a18(A,t):-0.057238138281144664 
data(p433):a19(A,f):0.0 
data(p433):a20(A,f):-0.008062249532934676 
data(p433):a21(A,f):-1.3991333817218612 
data(p433):a22(A,f):0.03045826998883976 
data(p433):a23(A,f):0.1469056366167882 
data(p433):a24(A,f):0.14900909054439723 
data(p433):a25(A,f):0.0 
data(p433):a26(A,t):-0.02392454613755072 
data(p433):a27(A,f):0.05404746377939701 
data(p433):a28(A,f):0.0 
data(p433):a29(A,f):0.0004229011601465278 
data(p433):a30(A,f):0.03562412151299864 
data(p433):a31(A,f):-0.033190600892044834 
data(p433):a32(A,f):0.18941134591550338 
data(p433):a33(A,f):2.1018229105466872 
data(p433):a34(A,t):-0.08593291698798577 
data(p433):a35(A,f):-2.282821544239675 
data(p433):a36(A,n):0.07100390614286033 
data(p951):a1(A,f):-0.8738473085506206 
data(p951):a2(A,f):-0.12668340981066342 
data(p951):a3(A,f):0.0650780451431313 
data(p951):a4(A,f):0.1821418420426464 
data(p951):a5(A,f):-0.008282481653798213 
data(p951):a6(A,f):-1.6194705276639991 
data(p951):a7(A,f):0.043048998187447875 
data(p951):a8(A,f):0.0394231060580004 
data(p951):a9(A,f):0.2155439690304876 
data(p951):a10(A,f):1.824696547563724 
data(p951):a11(A,t):0.08116006263085987 
data(p951):a12(A,f):-0.07681162865515873 
data(p951):a13(A,l):0.02806709256605676 
data(p951):a14(A,f):0.0034605410762167032 
data(p951):a15(A,b):-3.703443258969678 
data(p951):a16(A,f):0.08887188684701954 
data(p951):a17(A,f):-0.05918549575020702 
data(p951):a18(A,t):-0.3992538275830469 
data(p951):a19(A,f):0.0 
data(p951):a20(A,f):0.018464333670927466 
data(p951):a21(A,f):-1.4244859511814056 
data(p951):a22(A,f):0.02879022215450034 
data(p951):a23(A,f):0.15128054263915072 
data(p951):a24(A,f):0.02289098179860151 
data(p951):a25(A,f):0.0 
data(p951):a26(A,t):-0.05367620430993316 
data(p951):a27(A,f):0.052121697163834815 
data(p951):a28(A,f):0.0 
data(p951):a29(A,f):0.0004229011601465278 
data(p951):a30(A,f):0.037334745801454246 
data(p951):a31(A,t):0.43699103684186685 
data(p951):a32(A,f):0.19096709496976352 
data(p951):a33(A,f):1.19793691709263 
data(p951):a34(A,t):-0.030740388338676882 
data(p951):a35(A,f):-2.0109558824063396 
data(p951):a36(A,n):-0.00010790116270487858 
data(p83):a1(A,f):-0.3197910932562603 
data(p83):a2(A,f):-0.08699752173523212 
data(p83):a3(A,f):0.0698244146736998 
data(p83):a4(A,f):0.22612375708667892 
data(p83):a5(A,f):0.10859733632987201 
data(p83):a6(A,f):-0.5108612507897519 
data(p83):a7(A,f):0.4681615650805298 
data(p83):a8(A,f):0.021142325381449303 
data(p83):a9(A,f):0.2947925742303331 
data(p83):a10(A,f):1.5477617299517241 
data(p83):a11(A,t):-0.11814984889156457 
data(p83):a12(A,f):-0.11899312423607959 
data(p83):a13(A,l):0.06182713093962713 
data(p83):a14(A,f):0.003019498366951653 
data(p83):a15(A,n):-0.4456539121192061 
data(p83):a16(A,f):0.09809186241704915 
data(p83):a17(A,f):-0.05968402797299952 
data(p83):a18(A,f):1.4252737838212728 
data(p83):a19(A,f):0.0 
data(p83):a20(A,f):0.289328528521323 
data(p83):a21(A,f):-1.584412355383104 
data(p83):a22(A,f):0.05782211866275499 
data(p83):a23(A,f):0.1462455324703142 
data(p83):a24(A,t):-0.033931006476766286 
data(p83):a25(A,f):0.0 
data(p83):a26(A,t):-0.021226642725310742 
data(p83):a27(A,f):0.0763851458786541 
data(p83):a28(A,f):0.0 
data(p83):a29(A,f):0.0004229011601465278 
data(p83):a30(A,f):0.08031538252473706 
data(p83):a31(A,t):0.5904049844981728 
data(p83):a32(A,f):0.13612532399483218 
data(p83):a33(A,t):-1.480355587637936 
data(p83):a34(A,f):0.45168919745676384 
data(p83):a35(A,f):-2.2591907408827723 
data(p83):a36(A,n):0.060132386747003226 
data(p2717):a1(A,f):-0.2621177559065886 
data(p2717):a2(A,f):-0.05795000291183806 
data(p2717):a3(A,f):0.06179214538902021 
data(p2717):a4(A,f):0.1462736914943834 
data(p2717):a5(A,t):0.2545718852855181 
data(p2717):a6(A,f):-0.7016020308093188 
data(p2717):a7(A,t):-0.49436241126919833 
data(p2717):a8(A,t):-0.024001874014577533 
data(p2717):a9(A,t):-0.112235928083261 
data(p2717):a10(A,t):-3.273136444125296 
data(p2717):a11(A,f):0.0684912317775647 
data(p2717):a12(A,f):-0.04303235927567581 
data(p2717):a13(A,l):-0.0763034754686214 
data(p2717):a14(A,f):0.0027043681729905004 
data(p2717):a15(A,n):0.011054963258311784 
data(p2717):a16(A,f):0.0855721744483352 
data(p2717):a17(A,f):-0.05847413189660787 
data(p2717):a18(A,f):0.4678081150873171 
data(p2717):a19(A,f):0.0 
data(p2717):a20(A,f):0.11379519552900161 
data(p2717):a21(A,f):-1.8623457119915354 
data(p2717):a22(A,f):0.062223642990432336 
data(p2717):a23(A,f):0.1781783416475019 
data(p2717):a24(A,f):-0.09329288340258625 
data(p2717):a25(A,f):0.0 
data(p2717):a26(A,f):0.41484996010555497 
data(p2717):a27(A,f):0.07236971536224449 
data(p2717):a28(A,f):0.0 
data(p2717):a29(A,f):0.00031856310424634393 
data(p2717):a30(A,f):0.057723174545517814 
data(p2717):a31(A,f):-0.2404827669388403 
data(p2717):a32(A,f):0.15092697748843942 
data(p2717):a33(A,f):1.4817657842737284 
data(p2717):a34(A,f):-0.22069658714551188 
data(p2717):a35(A,t):0.3289759266744717 
data(p2717):a36(A,t):-0.20914854855774778 
data(p3179):a1(A,t):1.195789654097591 
data(p3179):a2(A,f):-0.15419084139500952 
data(p3179):a3(A,f):0.06269573722331667 
data(p3179):a4(A,f):0.1675938389043255 
data(p3179):a5(A,f):-0.056406702312454676 
data(p3179):a6(A,f):-1.4141889983749798 
data(p3179):a7(A,t):-0.16120282820379256 
data(p3179):a8(A,f):0.004445534124213096 
data(p3179):a9(A,f):0.12254347908766798 
data(p3179):a10(A,f):1.6421935652226314 
data(p3179):a11(A,f):-0.7989131663797227 
data(p3179):a12(A,f):-0.11808282197782671 
data(p3179):a13(A,l):0.035693191601668804 
data(p3179):a14(A,f):0.009326797798650813 
data(p3179):a15(A,b):-2.219924218734186 
data(p3179):a16(A,f):0.07510296518551701 
data(p3179):a17(A,f):-0.2501472279033325 
data(p3179):a18(A,t):-0.2138959033216627 
data(p3179):a19(A,f):0.0 
data(p3179):a20(A,f):-0.04513048314369129 
data(p3179):a21(A,f):-1.4815541068913194 
data(p3179):a22(A,f):0.017496257553126532 
data(p3179):a23(A,t):-1.3994606250965989 
data(p3179):a24(A,f):0.0783720605206954 
data(p3179):a25(A,f):0.0 
data(p3179):a26(A,t):-0.03990897391466546 
data(p3179):a27(A,f):0.04554176822290741 
data(p3179):a28(A,f):0.0 
data(p3179):a29(A,t):0.0 
data(p3179):a30(A,f):0.030159953336367958 
data(p3179):a31(A,f):-0.10563110787555792 
data(p3179):a32(A,t):-1.6156117865827009 
data(p3179):a33(A,f):1.2532736254092753 
data(p3179):a34(A,t):0.0012006217678027084 
data(p3179):a35(A,f):-1.564497521065332 
data(p3179):a36(A,n):-0.014746143074599578 
data(p281):a1(A,f):-0.2776007936961117 
data(p281):a2(A,f):-0.06553848068756453 
data(p281):a3(A,f):0.06708433887562415 
data(p281):a4(A,f):0.19817987084484534 
data(p281):a5(A,t):0.2401823790058802 
data(p281):a6(A,f):-1.0048727458724072 
data(p281):a7(A,t):-0.5939229496066399 
data(p281):a8(A,f):0.02775607149531014 
data(p281):a9(A,f):0.2293492527413695 
data(p281):a10(A,f):2.125956250213019 
data(p281):a11(A,f):0.15178282413398425 
data(p281):a12(A,f):-0.03277457515767394 
data(p281):a13(A,l):-0.06902854358039745 
data(p281):a14(A,f):0.0029586241582940397 
data(p281):a15(A,n):0.01866965535400835 
data(p281):a16(A,f):0.1007314646858233 
data(p281):a17(A,f):-0.05813285089105992 
data(p281):a18(A,f):0.48330413562870567 
data(p281):a19(A,f):0.0 
data(p281):a20(A,f):0.12394078456048277 
data(p281):a21(A,f):-1.3556178477368714 
data(p281):a22(A,f):0.057029862705286115 
data(p281):a23(A,f):0.2038188677016851 
data(p281):a24(A,f):0.07076972278971393 
data(p281):a25(A,f):0.0 
data(p281):a26(A,f):0.28659591757822434 
data(p281):a27(A,f):0.079701572737923 
data(p281):a28(A,f):0.0 
data(p281):a29(A,f):0.0004229011601465278 
data(p281):a30(A,f):0.06189975399353729 
data(p281):a31(A,f):-0.22973480428509863 
data(p281):a32(A,f):0.18939435129414786 
data(p281):a33(A,f):1.7926307120463276 
data(p281):a34(A,f):0.10755342558428536 
data(p281):a35(A,t):0.43941161642843307 
data(p281):a36(A,n):-0.05009252554499202 
data(p1504):a1(A,f):-0.24316972665914474 
data(p1504):a2(A,f):-0.012396435129528776 
data(p1504):a3(A,f):0.05915022584624871 
data(p1504):a4(A,t):-0.5514366943895884 
data(p1504):a5(A,f):-0.21434470504539857 
data(p1504):a6(A,t):0.4976810628559254 
data(p1504):a7(A,f):0.10244995305827806 
data(p1504):a8(A,f):0.05091288767240717 
data(p1504):a9(A,f):0.13729657484252186 
data(p1504):a10(A,t):-3.3052032253845303 
data(p1504):a11(A,f):-0.3400672547403072 
data(p1504):a12(A,f):0.030358293206146685 
data(p1504):a13(A,g):0.20652523678290577 
data(p1504):a14(A,f):0.0030082051201170837 
data(p1504):a15(A,n):0.12494982485037558 
data(p1504):a16(A,f):0.08863972175693083 
data(p1504):a17(A,f):-0.05362361981147841 
data(p1504):a18(A,t):-0.08932426539132605 
data(p1504):a19(A,f):0.0 
data(p1504):a20(A,f):0.006135842541457801 
data(p1504):a21(A,f):-1.888121664442247 
data(p1504):a22(A,f):0.029197683957457192 
data(p1504):a23(A,f):0.15297347182144252 
data(p1504):a24(A,t):-0.06854473111535246 
data(p1504):a25(A,f):0.0 
data(p1504):a26(A,f):0.19472838370764153 
data(p1504):a27(A,f):0.04978384759282943 
data(p1504):a28(A,f):0.0 
data(p1504):a29(A,f):0.00031856310424634393 
data(p1504):a30(A,f):0.029935786943603982 
data(p1504):a31(A,f):0.0003366454007013571 
data(p1504):a32(A,f):0.16109382400232033 
data(p1504):a33(A,f):1.9376894141655772 
data(p1504):a34(A,t):-0.1048053124280117 
data(p1504):a35(A,t):0.3110247078304803 
data(p1504):a36(A,n):-0.08744395775565753 
data(p307):a1(A,f):-0.24354404094665733 
data(p307):a2(A,f):-0.04797451288346791 
data(p307):a3(A,f):0.06868365144658742 
data(p307):a4(A,f):0.22315491149455557 
data(p307):a5(A,t):0.2103326987231417 
data(p307):a6(A,t):0.6840265379958217 
data(p307):a7(A,t):-0.3783158289369648 
data(p307):a8(A,f):0.026200797615616694 
data(p307):a9(A,f):0.18618636206302594 
data(p307):a10(A,f):2.2199424073613754 
data(p307):a11(A,f):-0.10499068017661309 
data(p307):a12(A,f):0.03556380594324053 
data(p307):a13(A,l):-0.06282611446390529 
data(p307):a14(A,f):0.0032699542997646916 
data(p307):a15(A,n):0.11318315749836504 
data(p307):a16(A,f):0.10766578117046817 
data(p307):a17(A,f):-0.05340097686006354 
data(p307):a18(A,t):-0.07064421349068828 
data(p307):a19(A,f):0.0 
data(p307):a20(A,f):-0.002518320228102415 
data(p307):a21(A,f):-1.353782874477373 
data(p307):a22(A,f):0.04252148809628107 
data(p307):a23(A,f):0.18470520355082748 
data(p307):a24(A,f):0.10425105487149837 
data(p307):a25(A,f):0.0 
data(p307):a26(A,f):0.14612701108183176 
data(p307):a27(A,f):0.06259147678026179 
data(p307):a28(A,f):0.0 
data(p307):a29(A,f):0.0004229011601465278 
data(p307):a30(A,f):0.03737452024050084 
data(p307):a31(A,f):0.005611951175057436 
data(p307):a32(A,f):0.19045873812496797 
data(p307):a33(A,f):2.5400990384821713 
data(p307):a34(A,t):-0.12376391018085037 
data(p307):a35(A,t):0.33768941937107533 
data(p307):a36(A,n):-0.11434848703331806 
data(p2729):a1(A,f):-0.1913787671242411 
data(p2729):a2(A,f):-0.0468584553295407 
data(p2729):a3(A,f):0.05921435202841602 
data(p2729):a4(A,f):0.1770733586651355 
data(p2729):a5(A,t):0.2935262998814935 
data(p2729):a6(A,t):0.21541887571765642 
data(p2729):a7(A,f):0.4108856603827095 
data(p2729):a8(A,t):-0.03173481375565886 
data(p2729):a9(A,t):-0.2590383305963201 
data(p2729):a10(A,t):-2.8013463812097563 
data(p2729):a11(A,f):-0.15446250505386197 
data(p2729):a12(A,f):0.025221060960180335 
data(p2729):a13(A,l):-0.0924279828842516 
data(p2729):a14(A,f):0.0025190657468635016 
data(p2729):a15(A,n):0.04169254841547955 
data(p2729):a16(A,f):0.07975022830338059 
data(p2729):a17(A,f):-0.055106265282857406 
data(p2729):a18(A,t):-0.06584739420960485 
data(p2729):a19(A,f):0.0 
data(p2729):a20(A,f):-0.021617474760471017 
data(p2729):a21(A,f):-2.0586257915731676 
data(p2729):a22(A,f):0.07176155532959612 
data(p2729):a23(A,f):0.14195934962357165 
data(p2729):a24(A,f):0.04125457406317017 
data(p2729):a25(A,f):0.0 
data(p2729):a26(A,f):0.11172709409626966 
data(p2729):a27(A,t):-0.4046717870873373 
data(p2729):a28(A,f):0.0 
data(p2729):a29(A,f):0.00031856310424634393 
data(p2729):a30(A,t):-0.6559022300843136 
data(p2729):a31(A,f):-0.01886026462972194 
data(p2729):a32(A,f):0.11097267174737986 
data(p2729):a33(A,t):-2.2183751471961237 
data(p2729):a34(A,t):-0.1422117900653093 
data(p2729):a35(A,t):0.16479746221399413 
data(p2729):a36(A,t):-0.1185584249596696 
data(p2036):a1(A,f):-0.17423856228312132 
data(p2036):a2(A,f):-0.035918887307054254 
data(p2036):a3(A,f):0.07012882194731876 
data(p2036):a4(A,f):0.2018968478889184 
data(p2036):a5(A,f):-0.04290014941581987 
data(p2036):a6(A,t):0.36525664322726237 
data(p2036):a7(A,f):0.2708928799040446 
data(p2036):a8(A,f):0.07149262831544308 
data(p2036):a9(A,f):0.24597831577507548 
data(p2036):a10(A,t):-1.8312111812549077 
data(p2036):a11(A,t):0.010293323847901433 
data(p2036):a12(A,f):-0.06815999765469775 
data(p2036):a13(A,l):0.03991718536517148 
data(p2036):a14(A,f):0.00324074691612625 
data(p2036):a15(A,w):2.2692885336321034 
data(p2036):a16(A,f):0.08298155495938249 
data(p2036):a17(A,f):-0.047566396992299774 
data(p2036):a18(A,t):-0.11898325459271115 
data(p2036):a19(A,f):0.0 
data(p2036):a20(A,t):-0.05597869879737015 
data(p2036):a21(A,t):3.459930211663691 
data(p2036):a22(A,f):0.03678579156972869 
data(p2036):a23(A,f):0.11399960146092926 
data(p2036):a24(A,t):-0.10721664483982156 
data(p2036):a25(A,f):0.0 
data(p2036):a26(A,t):0.028403964073854353 
data(p2036):a27(A,f):0.05951393472958144 
data(p2036):a28(A,f):0.0 
data(p2036):a29(A,f):0.0021099815381285174 
data(p2036):a30(A,f):0.04851195111728279 
data(p2036):a31(A,t):0.20574968821069842 
data(p2036):a32(A,f):0.1239044717464672 
data(p2036):a33(A,t):-1.1867061311248062 
data(p2036):a34(A,f):0.47916290120841143 
data(p2036):a35(A,f):-0.9922625573071852 
data(p2036):a36(A,n):0.05615283062236688 
data(p290):a1(A,f):-0.30922266335717147 
data(p290):a2(A,f):-0.04001480504014927 
data(p290):a3(A,f):0.06573349383183696 
data(p290):a4(A,f):0.19219623220344784 
data(p290):a5(A,t):0.18982210016478396 
data(p290):a6(A,f):-0.6769338025116618 
data(p290):a7(A,t):-0.48817605656145224 
data(p290):a8(A,f):0.026383905268159872 
data(p290):a9(A,f):0.14105026244474758 
data(p290):a10(A,f):2.079869781782374 
data(p290):a11(A,f):-0.06732280645823413 
data(p290):a12(A,f):-0.017679932514438636 
data(p290):a13(A,l):-0.036303440725449596 
data(p290):a14(A,f):0.002951130963949971 
data(p290):a15(A,n):0.08766656091174112 
data(p290):a16(A,f):0.09943052402539689 
data(p290):a17(A,f):-0.05771025232829372 
data(p290):a18(A,f):0.3272088086457592 
data(p290):a19(A,f):0.0 
data(p290):a20(A,f):0.08537854843349689 
data(p290):a21(A,f):-1.3691056250670093 
data(p290):a22(A,f):0.05737037035483128 
data(p290):a23(A,f):0.20830407693915307 
data(p290):a24(A,t):-0.04176153283554485 
data(p290):a25(A,f):0.0 
data(p290):a26(A,f):0.3986125942516583 
data(p290):a27(A,f):0.06566404098889367 
data(p290):a28(A,f):0.0 
data(p290):a29(A,f):0.0004229011601465278 
data(p290):a30(A,f):0.05629802316994416 
data(p290):a31(A,f):-0.1908465730113327 
data(p290):a32(A,f):0.19093548352276807 
data(p290):a33(A,f):2.095165445484516 
data(p290):a34(A,t):-0.015436060196548276 
data(p290):a35(A,t):0.450844711333784 
data(p290):a36(A,n):-0.14178163623851775 
data(p1263):a1(A,f):-0.4006060183947491 
data(p1263):a2(A,f):-0.08773274814646359 
data(p1263):a3(A,f):0.06148142662755538 
data(p1263):a4(A,f):0.17313658184657696 
data(p1263):a5(A,f):0.17929902791989638 
data(p1263):a6(A,f):-0.653653658396295 
data(p1263):a7(A,t):-0.23678767334606057 
data(p1263):a8(A,f):0.03841101733008893 
data(p1263):a9(A,f):0.14758914519602476 
data(p1263):a10(A,t):-2.384632776373301 
data(p1263):a11(A,t):-0.055108331183844075 
data(p1263):a12(A,f):-0.059723747277354904 
data(p1263):a13(A,l):0.01827176756837685 
data(p1263):a14(A,f):0.002755239845495186 
data(p1263):a15(A,n):-0.3627236781488577 
data(p1263):a16(A,f):0.07828968558962755 
data(p1263):a17(A,f):-0.058806165356696825 
data(p1263):a18(A,t):-0.0404492786970406 
data(p1263):a19(A,f):0.0 
data(p1263):a20(A,t):0.187476163824467 
data(p1263):a21(A,f):-2.06252752088992 
data(p1263):a22(A,f):0.06381627983498504 
data(p1263):a23(A,f):0.16631442413860517 
data(p1263):a24(A,f):-0.15795546956214107 
data(p1263):a25(A,f):0.0 
