data(p1365):buying(A,low):2.90348633382185 
data(p193):lugboot(A,med):0.6255464352357031 
data(p193):safety(A,low):-2.748613212185373 
data(p1296):buying(A,med):1.609095020652649 
data(p1296):maint(A,low):1.3543612271101624 
data(p1296):doors(A,morethanfive):0.1194954259159918 
data(p1296):persons(A,more):2.71959520538296 
data(p1296):lugboot(A,big):0.44707134103157625 
data(p1296):safety(A,high):3.2215700773898934 
data(p992):buying(A,med):1.6465435180390207 
data(p992):maint(A,high):-1.1028316697435587 
data(p992):doors(A,2):-2.879450449096168 
data(p992):persons(A,more):1.5997577678146204 
data(p992):lugboot(A,small):-3.1524768326600876 
data(p992):safety(A,med):1.3054839129740063 
data(p1473):buying(A,low):2.432087197883928 
data(p1473):maint(A,high):-0.5555762357848102 
data(p1473):doors(A,4):0.47506184085187325 
data(p1473):persons(A,4):2.9748110275274717 
data(p1473):lugboot(A,med):0.3586911559391508 
data(p1473):safety(A,high):3.4959690132192374 
data(p612):buying(A,high):-0.254445458110551 
data(p612):maint(A,high):-0.13403048067884188 
data(p612):doors(A,4):0.26592870530385715 
data(p612):persons(A,4):2.6207043974009703 
data(p612):lugboot(A,big):0.5402214496945308 
data(p612):safety(A,high):3.3542205611308913 
data(p56):buying(A,vhigh):-2.348189412043436 
data(p56):maint(A,vhigh):-2.651905165120329 
data(p56):doors(A,4):0.6769881557230495 
data(p56):persons(A,2):-3.681496636294909 
data(p56):lugboot(A,small):-1.724841351081328 
data(p56):safety(A,med):0.7483706951681547 
data(p1458):buying(A,low):1.9086539358308465 
data(p1458):maint(A,high):-0.6126701822794439 
data(p1458):doors(A,3):0.1990894306041226 
data(p1458):persons(A,more):2.6935186834326093 
data(p1458):lugboot(A,big):0.5318616140001482 
data(p1458):safety(A,high):2.919203730256912 
data(p462):buying(A,high):-1.407031384580822 
data(p462):maint(A,vhigh):-3.261740417418212 
data(p462):doors(A,3):0.171989568318592 
data(p462):persons(A,2):-4.019253847370009 
data(p462):lugboot(A,small):-0.4902482460913933 
data(p462):safety(A,high):4.222935269356986 
data(p459):buying(A,high):-1.7278946618321407 
data(p459):maint(A,vhigh):-3.7480836389962846 
data(p459):doors(A,2):-1.0859280032881284 
data(p459):persons(A,more):2.0446506411805943 
data(p459):lugboot(A,big):1.4286667520862686 
data(p459):safety(A,high):3.2608467398330876 
data(p926):buying(A,med):2.2778884092275726 
data(p926):maint(A,vhigh):-2.162146094152043 
data(p926):doors(A,4):0.5667739159055241 
data(p926):persons(A,2):-4.607686417248119 
data(p926):lugboot(A,big):1.4442649491470054 
data(p926):safety(A,med):2.117505956682412 
data(p1194):buying(A,med):1.4578308634023442 
data(p1194):maint(A,low):1.2236536432850298 
data(p1194):doors(A,2):-1.5369690619016927 
data(p1194):persons(A,2):-4.861417492748269 
data(p1194):lugboot(A,med):0.10743429353199256 
data(p1194):safety(A,high):3.7144657916211496 
data(p697):buying(A,high):-0.9376970886169264 
data(p697):maint(A,med):1.1761635694934802 
data(p697):doors(A,3):0.0724711511134781 
data(p697):persons(A,more):2.9665720124014743 
data(p697):lugboot(A,med):0.5668933842647124 
data(p697):safety(A,low):-4.5989597202814405 
data(p1461):buying(A,low):1.8228977957813044 
data(p1461):maint(A,high):-0.3044882909899403 
data(p1461):doors(A,4):0.33412319761417586 
data(p1461):persons(A,2):-4.688188156250739 
data(p1461):lugboot(A,small):-0.7354576120163514 
data(p1461):safety(A,high):3.4977295590766904 
data(p937):buying(A,med):2.600185056570831 
data(p937):maint(A,vhigh):-1.75444521840613 
data(p937):doors(A,4):0.5403077708023444 
data(p937):persons(A,more):1.978772829419212 
data(p937):lugboot(A,small):-1.5192190644001438 
data(p937):safety(A,low):-4.026203591749727 
data(p1217):buying(A,med):1.8793468987346358 
data(p1217):maint(A,low):1.527046474794848 
data(p1217):doors(A,3):-0.018832335560815927 
data(p1217):persons(A,2):-4.649812794809629 
data(p1217):lugboot(A,small):-1.4649561591672797 
data(p1217):safety(A,med):1.3050433185381125 
data(p1042):buying(A,med):1.1571312932515918 
data(p1042):maint(A,high):-1.1624808237230244 
data(p1042):doors(A,4):0.41093446099881686 
data(p1042):persons(A,4):2.4647987843577313 
data(p1042):lugboot(A,big):0.8961427248791425 
data(p1042):safety(A,low):-4.7085691578998645 
data(p192):buying(A,vhigh):-3.2925513745343826 
data(p192):maint(A,high):-1.6382056995292973 
data(p192):doors(A,morethanfive):0.3424011474770877 
data(p192):persons(A,2):-4.02355964131535 
data(p192):lugboot(A,small):-0.7669428893587901 
data(p192):safety(A,high):3.724742447116565 
data(p290):buying(A,vhigh):-2.394700751942262 
data(p290):maint(A,med):2.0571638825245255 
data(p290):doors(A,4):0.4810205935403102 
data(p290):persons(A,more):1.9583948047047073 
data(p290):lugboot(A,small):-2.6917475195013543 
data(p290):safety(A,med):1.2495391283865849 
data(p1341):buying(A,low):2.8321170211967908 
data(p1341):maint(A,vhigh):-2.705272676749713 
data(p1341):doors(A,3):-0.28633196786186926 
data(p1341):persons(A,4):2.581911258795265 
data(p1341):lugboot(A,big):0.6683731796408837 
data(p1341):safety(A,high):3.4282645150962683 
data(p676):buying(A,high):-0.7744183290048307 
data(p676):maint(A,med):1.1611226147587284 
data(p676):doors(A,3):0.12710317182860792 
data(p676):persons(A,2):-3.05538493972443 
data(p676):lugboot(A,small):-0.9425520779554277 
data(p676):safety(A,low):-3.008207345731603 
data(p276):buying(A,vhigh):-1.4555121046594963 
data(p276):maint(A,med):1.7985386592792367 
data(p276):doors(A,4):0.4966090362034633 
data(p276):persons(A,2):-4.485614913292192 
data(p276):lugboot(A,med):0.50043224366012 
data(p276):safety(A,high):3.2585993115530507 
data(p1455):buying(A,low):2.0536627276924526 
data(p1455):maint(A,high):-0.5810830567934793 
data(p1455):doors(A,3):0.07731618295593658 
data(p1455):persons(A,more):2.9287092800757004 
data(p1455):lugboot(A,med):0.4851593635782586 
data(p1455):safety(A,high):3.3703148105476104 
data(p1123):buying(A,med):1.5976985823253556 
data(p1123):maint(A,med):1.1373407010592 
data(p1123):doors(A,3):-0.4210054456106786 
data(p1123):persons(A,4):2.3731990527200373 
data(p1123):lugboot(A,big):1.0721328248318733 
data(p1123):safety(A,low):-4.884485316377358 
data(p1513):buying(A,low):1.775630058008799 
data(p1513):maint(A,med):0.8640624818820234 
data(p1513):doors(A,2):-1.9118048896254143 
data(p1513):persons(A,2):-3.2701101583454593 
data(p1513):lugboot(A,small):-1.4767886381199746 
data(p1513):safety(A,low):-2.9300982772572883 
data(p989):buying(A,med):1.3454494878930277 
data(p989):maint(A,high):-1.3510779191985662 
data(p989):doors(A,2):-0.739927166214648 
data(p989):persons(A,4):2.7864145807167526 
data(p989):lugboot(A,big):2.067265280223402 
data(p989):safety(A,med):2.007459649084358 
data(p934):buying(A,med):2.3545581873545185 
data(p934):maint(A,vhigh):-2.0400174791432106 
data(p934):doors(A,4):0.4612732300133284 
data(p934):persons(A,4):2.3136174517370223 
data(p934):lugboot(A,big):1.03399773785364 
data(p934):safety(A,low):-4.348783195514126 
data(p670):buying(A,high):-0.9476365496760221 
data(p670):maint(A,med):1.0912671148710955 
data(p670):doors(A,2):-2.189226877224246 
data(p670):persons(A,more):2.245119581330933 
data(p670):lugboot(A,med):0.506462439271152 
data(p670):safety(A,low):-4.324189610098644 
data(p266):buying(A,vhigh):-2.3431915756068085 
data(p266):maint(A,med):2.094437589380299 
data(p266):doors(A,3):-0.12905549048022558 
data(p266):persons(A,more):3.190132058271066 
data(p266):lugboot(A,med):0.5433506504443297 
data(p266):safety(A,med):1.6926140822049947 
data(p1538):buying(A,low):1.981340517539033 
data(p1538):maint(A,med):1.098857574970191 
data(p1538):doors(A,2):-1.8581503863155675 
data(p1538):persons(A,more):2.2284824032310313 
data(p1538):lugboot(A,big):2.145620550410662 
data(p1538):safety(A,med):2.587426698695997 
data(p1498):buying(A,low):2.665586648514034 
data(p1498):maint(A,high):-0.2879143899163709 
data(p1498):doors(A,morethanfive):0.6800131941275542 
data(p1498):persons(A,4):2.5103208118631892 
data(p1498):lugboot(A,med):0.4183060124644146 
data(p1498):safety(A,low):-4.6804886810599395 
data(p512):buying(A,high):-1.9378354317960804 
data(p512):maint(A,vhigh):-4.119651018506694 
data(p512):doors(A,4):0.4346008636941489 
data(p512):persons(A,more):2.3673549645410654 
data(p512):lugboot(A,big):1.7570846660650858 
data(p512):safety(A,med):2.0046848334755243 
data(p613):buying(A,high):-0.3334215543612711 
data(p613):maint(A,high):0.22002636315220883 
data(p613):doors(A,4):0.46205096260537626 
data(p613):persons(A,more):1.7749797267059566 
data(p613):lugboot(A,small):-1.833274564004539 
data(p613):safety(A,low):-4.214223173822439 
data(p1569):buying(A,low):1.391655741655795 
data(p1569):maint(A,med):0.8447988466782684 
data(p1569):doors(A,4):0.33981635731827275 
data(p1569):persons(A,2):-4.9536493030282305 
data(p1569):lugboot(A,small):-0.7398592502513913 
data(p1569):safety(A,high):3.566965089746639 
data(p1635):buying(A,low):1.861706185203103 
data(p1635):maint(A,low):1.1463609361417042 
data(p1635):doors(A,2):-1.3912316193660035 
data(p1635):persons(A,4):3.540275960746965 
data(p1635):lugboot(A,med):-0.12108560896817079 
data(p1635):safety(A,high):4.039144608134555 
data(p284):buying(A,vhigh):-2.4451185653426157 
data(p284):maint(A,med):2.128042781180037 
data(p284):doors(A,4):0.8542988533216027 
data(p284):persons(A,4):2.194687226864121 
data(p284):lugboot(A,med):0.5523493700578777 
data(p284):safety(A,med):1.7445344849864461 
data(p533):buying(A,high):-1.9961061845107946 
data(p533):maint(A,vhigh):-3.9047256037020976 
data(p533):doors(A,morethanfive):0.6364231887240434 
data(p533):persons(A,more):1.9185138986756258 
data(p533):lugboot(A,small):-2.5968948146592568 
data(p533):safety(A,med):0.8455225088306791 
data(p1354):buying(A,low):2.4102614343621385 
data(p1354):maint(A,vhigh):-1.5832467583139944 
data(p1354):doors(A,4):0.719104906863159 
data(p1354):persons(A,2):-3.2302299455794596 
data(p1354):lugboot(A,med):0.6424724578259082 
data(p1354):safety(A,low):-2.9398318806105483 
data(p1171):buying(A,med):1.7374717254904621 
data(p1171):maint(A,med):1.2746012489790337 
data(p1171):doors(A,morethanfive):0.40990723254975775 
data(p1171):persons(A,4):2.7682883580335407 
data(p1171):lugboot(A,small):-1.1447580893922757 
data(p1171):safety(A,low):-4.52805447173406 
data(p1265):buying(A,med):1.8864377806323054 
data(p1265):maint(A,low):1.4466918651979128 
data(p1265):doors(A,4):0.6511021563033677 
data(p1265):persons(A,more):3.0190932688824916 
data(p1265):lugboot(A,med):0.7432550626640457 
data(p1265):safety(A,med):2.3440633411119616 
data(p1487):buying(A,low):2.7614664771448494 
data(p1487):maint(A,high):-0.23546218276638914 
data(p1487):doors(A,morethanfive):0.47543150951774993 
data(p1487):persons(A,2):-4.51529023782182 
data(p1487):lugboot(A,small):-1.8148358254608292 
data(p1487):safety(A,med):1.5417789598152123 
data(p876):buying(A,med):2.600199413493138 
data(p876):maint(A,vhigh):-2.5678576351307654 
data(p876):doors(A,2):-1.3272977362867675 
data(p876):persons(A,4):3.5081561987049614 
data(p876):lugboot(A,small):-1.1264641922320626 
data(p876):safety(A,high):4.527703753488753 
data(p279):buying(A,vhigh):-1.4867938969167012 
data(p279):maint(A,med):1.84446154541898 
data(p279):doors(A,4):0.23221888920867015 
data(p279):persons(A,2):-4.578488174813104 
data(p279):lugboot(A,big):0.4717341430922082 
data(p279):safety(A,high):2.878459996453719 
data(p538):buying(A,high):-1.4528385678250486 
data(p538):maint(A,vhigh):-3.2258573794482843 
data(p538):doors(A,morethanfive):0.40493235522203486 
data(p538):persons(A,more):2.249678719855566 
data(p538):lugboot(A,big):1.1182257217803098 
data(p538):safety(A,low):-4.113906204926914 
data(p498):buying(A,high):-1.8470431854772982 
data(p498):maint(A,vhigh):-4.113510430784357 
data(p498):doors(A,4):0.450973030697344 
data(p498):persons(A,4):2.408419162945198 
data(p498):lugboot(A,small):-0.7156621967204388 
data(p498):safety(A,high):4.534216324134017 
data(p1262):buying(A,med):2.163220103487177 
data(p1262):maint(A,low):1.5729706824468161 
data(p1262):doors(A,4):0.4931223468720711 
data(p1262):persons(A,more):2.24905701779603 
data(p1262):lugboot(A,small):-2.5156865758601312 
data(p1262):safety(A,med):1.6833133493593333 
data(p186):buying(A,vhigh):-3.9825563175379863 
data(p186):maint(A,high):-1.924051766517816 
data(p186):doors(A,4):0.3551029721277099 
data(p186):persons(A,more):2.47211555244693 
data(p186):lugboot(A,med):0.6952020521783306 
data(p186):safety(A,high):3.2631818086250473 
data(p132):buying(A,vhigh):-3.7876453292758074 
data(p132):maint(A,high):-1.7093620039206099 
data(p132):doors(A,2):-1.7947702315727392 
data(p132):persons(A,more):2.263974537265039 
data(p132):lugboot(A,med):0.5076400927716197 
data(p132):safety(A,high):3.617350153044974 
data(p1633):buying(A,low):2.073684223339357 
data(p1633):maint(A,low):1.0452065809472457 
data(p1633):doors(A,2):-1.368825074834717 
data(p1633):persons(A,4):3.0455702325452925 
data(p1633):lugboot(A,med):-0.17859318809254557 
data(p1633):safety(A,low):-4.642390702306392 
data(p808):buying(A,high):-0.9765208238842551 
data(p808):maint(A,low):1.1502691522046273 
data(p808):doors(A,3):0.2926633286742823 
data(p808):persons(A,more):2.713786890969773 
data(p808):lugboot(A,big):1.143521323668864 
data(p808):safety(A,low):-4.72965440301491 
data(p367):buying(A,vhigh):-1.5873526821949726 
data(p367):maint(A,low):2.105680260448701 
data(p367):doors(A,3):-0.3754028256775963 
data(p367):persons(A,4):2.1184024050294044 
data(p367):lugboot(A,big):1.1504342530193494 
data(p367):safety(A,low):-4.3584870664873065 
data(p1592):buying(A,low):2.0042872459067724 
data(p1592):maint(A,med):1.1317655472993147 
data(p1592):doors(A,4):0.2947134471535878 
data(p1592):persons(A,more):2.5753727928429435 
data(p1592):lugboot(A,big):1.3794378707099586 
data(p1592):safety(A,med):2.9725182647022157 
data(p227):buying(A,vhigh):-2.4041713089701995 
data(p227):maint(A,med):2.101010320368549 
data(p227):doors(A,2):-1.416674314418053 
data(p227):persons(A,4):3.1883285111212136 
data(p227):lugboot(A,small):-2.089749578393662 
data(p227):safety(A,med):0.9459102592218448 
data(p189):buying(A,vhigh):-4.042046218742896 
data(p189):maint(A,high):-1.9874898252420938 
data(p189):doors(A,4):0.10156637818464956 
data(p189):persons(A,more):2.319870288433891 
data(p189):lugboot(A,big):0.4961737340238409 
data(p189):safety(A,high):2.879451670193589 
data(p1556):buying(A,low):2.481703030148146 
data(p1556):maint(A,med):1.1597549948857775 
data(p1556):doors(A,3):-0.662960477798241 
data(p1556):persons(A,4):2.5686822377948038 
data(p1556):lugboot(A,big):1.587641899811057 
data(p1556):safety(A,med):2.5177942970051626 
data(p1057):buying(A,med):0.8599505509544194 
data(p1057):maint(A,high):-0.7188369043710049 
data(p1057):doors(A,morethanfive):0.6103607643766757 
data(p1057):persons(A,2):-3.2327042444574143 
data(p1057):lugboot(A,med):0.5312717447702108 
data(p1057):safety(A,low):-3.2066120906794873 
data(p1492):buying(A,low):1.9524852493206053 
data(p1492):maint(A,high):-0.05209602854325979 
data(p1492):doors(A,morethanfive):0.36726729054845225 
data(p1492):persons(A,2):-3.3879030707181323 
data(p1492):lugboot(A,big):0.7120727215208177 
data(p1492):safety(A,low):-3.3181378504233323 
data(p1302):buying(A,low):2.31655646769715 
data(p1302):maint(A,vhigh):-1.7462270432947564 
data(p1302):doors(A,2):-1.3512050704254366 
data(p1302):persons(A,2):-4.4542112143707975 
data(p1302):lugboot(A,med):0.3000672215647032 
data(p1302):safety(A,high):3.6251292565733637 
data(p1325):buying(A,low):2.9622452297627846 
data(p1325):maint(A,vhigh):-2.4495458236588687 
data(p1325):doors(A,3):-0.09744774812635448 
data(p1325):persons(A,2):-4.35711973456549 
data(p1325):lugboot(A,small):-1.422540782622108 
data(p1325):safety(A,med):1.114426048652407 
data(p1002):buying(A,med):1.1732259733608397 
data(p1002):maint(A,high):-0.981078077442379 
data(p1002):doors(A,3):0.14769284690834827 
data(p1002):persons(A,2):-4.582508102938995 
data(p1002):lugboot(A,small):-0.5311217601453685 
data(p1002):safety(A,high):4.03177415453119 
data(p1541):buying(A,low):2.315637757923154 
data(p1541):maint(A,med):1.1226242027861295 
data(p1541):doors(A,3):-0.03749784483187471 
data(p1541):persons(A,2):-4.78035873462694 
data(p1541):lugboot(A,small):-1.4637296527019632 
data(p1541):safety(A,med):1.5976691861110233 
data(p95):buying(A,vhigh):-2.9886623538829045 
data(p95):maint(A,vhigh):-3.6946026735589204 
data(p95):doors(A,morethanfive):0.8606308537956584 
data(p95):persons(A,4):1.8243029181108161 
data(p95):lugboot(A,med):0.4446379624232958 
data(p95):safety(A,med):1.393477041971948 
data(p348):buying(A,vhigh):-1.9095112169351345 
data(p348):maint(A,low):2.120733660945775 
data(p348):doors(A,2):-2.1370873848712963 
data(p348):persons(A,more):2.310043293293774 
data(p348):lugboot(A,med):0.47125283190310696 
data(p348):safety(A,high):3.9400181403403494 
data(p57):buying(A,vhigh):-2.2284226591331957 
data(p57):maint(A,vhigh):-2.466124492332082 
data(p57):doors(A,4):0.4724258583747204 
data(p57):persons(A,2):-3.7979122842431363 
data(p57):lugboot(A,small):-0.6170528269312932 
data(p57):safety(A,high):3.905376179593534 
data(p62):buying(A,vhigh):-2.3570984606726024 
data(p62):maint(A,vhigh):-2.7140561459130437 
data(p62):doors(A,4):0.551455687396585 
data(p62):persons(A,2):-4.031758696977203 
data(p62):lugboot(A,big):1.570438171463694 
data(p62):safety(A,med):1.8204556531478162 
data(p864):buying(A,high):-0.9855628402694094 
data(p864):maint(A,low):1.2904926534577008 
data(p864):doors(A,morethanfive):0.24455131351885104 
