data(p140):handicapped_infants(A,y):0.2116940106905232 
data(p392):superfund_right_to_sue(A,n):0.5426978650736036 
data(p392):crime(A,n):0.14860288588343817 
data(p392):duty_free_exports(A,y):0.12658134035366883 
data(p392):export_administration_act_south_africa(A,n):-0.04483307138170757 
data(p377):handicapped_infants(A,y):0.210088751151317 
data(p377):budget_resolution(A,y):0.9909613016490582 
data(p377):physician_fee_freeze(A,n):1.3565960492097002 
data(p377):el_salvador_aid(A,n):-0.3180022778542086 
data(p377):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p377):anti_satellite_test_ban(A,y):-0.1900033990948823 
data(p377):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p377):mx_missile(A,y):1.7208704784424265 
data(p377):immigration(A,n):0.6629647059974056 
data(p377):synfuels_corporation_cutback(A,y):0.24585583660076096 
data(p377):education_spending(A,n):1.2014824195811802 
data(p377):superfund_right_to_sue(A,n):0.4358220561331681 
data(p377):crime(A,n):0.15705210380245724 
data(p377):duty_free_exports(A,y):0.1130244950805846 
data(p377):export_administration_act_south_africa(A,y):-0.3844549633419421 
data(p288):handicapped_infants(A,y):0.2156310746563249 
data(p288):water_project_cost_sharing(A,y):1.7931107810361244 
data(p288):budget_resolution(A,y):1.194342717119821 
data(p288):el_salvador_aid(A,n):-0.32298623979009233 
data(p288):religious_groups_in_schools(A,y):0.23383222924956473 
data(p288):anti_satellite_test_ban(A,y):-0.17887747920411043 
data(p288):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p288):mx_missile(A,y):1.8041286886446324 
data(p288):immigration(A,n):0.648401296651587 
data(p288):synfuels_corporation_cutback(A,y):0.5071366631867739 
data(p288):education_spending(A,n):1.2879737858553206 
data(p288):superfund_right_to_sue(A,y):-0.19936983441447273 
data(p288):crime(A,n):0.14006052226323995 
data(p288):export_administration_act_south_africa(A,y):-0.48293967744365385 
data(p232):handicapped_infants(A,n):0.5526123077677957 
data(p232):water_project_cost_sharing(A,y):1.8397430811586586 
data(p232):budget_resolution(A,n):-1.102646097909873 
data(p232):physician_fee_freeze(A,y):-4.779782681132908 
data(p232):el_salvador_aid(A,y):-0.19384554590917438 
data(p232):religious_groups_in_schools(A,y):0.23740516165636757 
data(p232):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p232):aid_to_nicaraguan_contras(A,n):2.1543044927613395 
data(p232):mx_missile(A,y):1.887597277735569 
data(p232):immigration(A,y):-0.8499891450195021 
data(p232):synfuels_corporation_cutback(A,n):-1.2745640260979287 
data(p232):education_spending(A,y):0.8927406886649819 
data(p232):superfund_right_to_sue(A,y):-0.07480813888138851 
data(p232):crime(A,y):0.05969094126509193 
data(p232):duty_free_exports(A,n):-0.3646411316001853 
data(p232):export_administration_act_south_africa(A,y):-0.590677908586185 
data(p218):handicapped_infants(A,n):0.5447840935379081 
data(p218):water_project_cost_sharing(A,y):1.8758921545155751 
data(p218):budget_resolution(A,n):-1.1280645877137179 
data(p218):physician_fee_freeze(A,y):-4.6914784571257275 
data(p218):el_salvador_aid(A,y):-0.19384554590917438 
data(p218):religious_groups_in_schools(A,y):0.23740516165636757 
data(p218):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p218):aid_to_nicaraguan_contras(A,n):2.196303704353736 
data(p218):mx_missile(A,n):0.1316734927441191 
data(p218):immigration(A,y):-0.8149699148779977 
data(p218):synfuels_corporation_cutback(A,n):-1.2406282675128646 
data(p218):education_spending(A,y):0.9212886223579018 
data(p218):superfund_right_to_sue(A,y):-0.07007140103465687 
data(p218):crime(A,y):0.05969094126509193 
data(p218):duty_free_exports(A,n):-0.32959026748424036 
data(p218):export_administration_act_south_africa(A,n):0.0048819506204680965 
data(p57):handicapped_infants(A,n):0.5126847034267814 
data(p57):water_project_cost_sharing(A,y):1.8609418645240041 
data(p57):budget_resolution(A,n):-1.3127342907429314 
data(p57):physician_fee_freeze(A,y):-4.711943622937626 
data(p57):el_salvador_aid(A,y):-0.1572632844037192 
data(p57):religious_groups_in_schools(A,y):0.23740516165636757 
data(p57):anti_satellite_test_ban(A,n):-0.291074366906644 
data(p57):aid_to_nicaraguan_contras(A,n):2.1269333680795635 
data(p57):mx_missile(A,n):0.12299963483176297 
data(p57):immigration(A,y):-0.8642316727009495 
data(p57):synfuels_corporation_cutback(A,y):0.6094544503457017 
data(p57):education_spending(A,y):0.9014699325260834 
data(p57):superfund_right_to_sue(A,y):-0.1728495707171763 
data(p57):crime(A,y):0.05969094126509193 
data(p57):duty_free_exports(A,n):-0.28680596707718 
data(p57):export_administration_act_south_africa(A,y):-0.623064804669423 
data(p342):handicapped_infants(A,n):0.5300934959529784 
data(p342):budget_resolution(A,y):1.1714980040690923 
data(p342):el_salvador_aid(A,n):-0.3254929165856394 
data(p342):religious_groups_in_schools(A,y):0.27675731264612263 
data(p342):anti_satellite_test_ban(A,y):-0.17994158741044705 
data(p342):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p342):mx_missile(A,y):1.8921422971833983 
data(p342):immigration(A,y):-0.7943127366029533 
data(p342):synfuels_corporation_cutback(A,y):0.4546842858962407 
data(p342):education_spending(A,n):1.3659056798572415 
data(p342):duty_free_exports(A,y):0.15284983560840085 
data(p342):export_administration_act_south_africa(A,y):-0.4375796240134571 
data(p401):handicapped_infants(A,n):0.47037507657831173 
data(p401):water_project_cost_sharing(A,y):1.9856670776991605 
data(p401):budget_resolution(A,n):-1.145794464918883 
data(p401):physician_fee_freeze(A,y):-4.689282898562353 
data(p401):el_salvador_aid(A,y):-0.16652063983812798 
data(p401):religious_groups_in_schools(A,y):0.21548467609492292 
data(p401):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p401):mx_missile(A,n):0.10201632951361038 
data(p401):immigration(A,n):0.7551738840690109 
data(p401):crime(A,y):0.04844330714723713 
data(p401):duty_free_exports(A,n):-0.348511206351349 
data(p316):handicapped_infants(A,n):0.48023158603104454 
data(p316):water_project_cost_sharing(A,y):1.9217123150769082 
data(p316):budget_resolution(A,y):1.3560184161183104 
data(p316):physician_fee_freeze(A,y):-5.0022563625957694 
data(p316):el_salvador_aid(A,y):-0.1477437489283124 
data(p316):religious_groups_in_schools(A,y):0.23306224756572666 
data(p316):anti_satellite_test_ban(A,y):-0.2059620808982123 
data(p316):mx_missile(A,n):0.12456655286268119 
data(p316):immigration(A,n):0.5773311444946887 
data(p316):synfuels_corporation_cutback(A,n):-1.3984163078170913 
data(p316):education_spending(A,n):1.3105014027357058 
data(p316):duty_free_exports(A,y):0.1445632590165253 
data(p182):handicapped_infants(A,n):0.533380980903944 
data(p182):water_project_cost_sharing(A,n):-0.1827423392917261 
data(p182):budget_resolution(A,y):1.0035977724278566 
data(p182):physician_fee_freeze(A,n):1.4824437107586768 
data(p182):el_salvador_aid(A,n):-0.31706768164493093 
data(p182):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p182):anti_satellite_test_ban(A,y):-0.173280077834873 
data(p182):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p182):mx_missile(A,y):1.7463572389099695 
data(p182):immigration(A,y):-0.7825304726054463 
data(p182):synfuels_corporation_cutback(A,y):0.176214947275549 
data(p182):education_spending(A,n):1.1846829264324155 
data(p182):superfund_right_to_sue(A,n):0.39929118791632573 
data(p182):crime(A,n):0.15718422936834797 
data(p182):duty_free_exports(A,y):0.14720675958507315 
data(p182):export_administration_act_south_africa(A,y):-0.3839183122844558 
data(p98):handicapped_infants(A,y):0.13089963529681395 
data(p98):water_project_cost_sharing(A,n):-0.1252092022177846 
data(p98):budget_resolution(A,n):-1.0693692253292368 
data(p98):physician_fee_freeze(A,n):1.6671153633478315 
data(p98):el_salvador_aid(A,y):-0.14127105612921795 
data(p98):religious_groups_in_schools(A,y):0.2693667555805352 
data(p98):anti_satellite_test_ban(A,y):-0.17418354770080005 
data(p98):aid_to_nicaraguan_contras(A,n):2.14638953355304 
data(p98):mx_missile(A,n):0.15938354672405328 
data(p98):immigration(A,y):-0.9163075419458626 
data(p98):synfuels_corporation_cutback(A,y):0.29699382108384026 
data(p98):education_spending(A,n):1.3890049242742257 
data(p98):superfund_right_to_sue(A,n):0.5652254840674976 
data(p98):crime(A,y):0.01829356599932156 
data(p98):duty_free_exports(A,n):-0.39825831934199196 
data(p98):export_administration_act_south_africa(A,y):-0.39745530147014413 
data(p115):handicapped_infants(A,y):0.2116940106905232 
data(p115):budget_resolution(A,y):1.033170855217122 
data(p115):physician_fee_freeze(A,n):1.6399579054726432 
data(p115):el_salvador_aid(A,n):-0.3226001521300871 
data(p115):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p115):anti_satellite_test_ban(A,y):-0.1862268909405914 
data(p115):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p115):mx_missile(A,y):1.705535439028244 
data(p115):immigration(A,n):0.6503421230812465 
data(p115):synfuels_corporation_cutback(A,n):-1.2748994765057515 
data(p115):education_spending(A,n):1.16795854795194 
data(p115):superfund_right_to_sue(A,n):0.4298474768642691 
data(p115):crime(A,n):0.2316895977635152 
data(p115):duty_free_exports(A,y):0.11819145606065692 
data(p279):handicapped_infants(A,n):0.48708528183628064 
data(p279):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p279):budget_resolution(A,n):-0.9928590506066499 
data(p279):physician_fee_freeze(A,y):-4.875080279291469 
data(p279):el_salvador_aid(A,y):-0.2040834197207329 
data(p279):religious_groups_in_schools(A,y):0.19550730477721076 
data(p279):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p279):aid_to_nicaraguan_contras(A,n):2.273792290081969 
data(p279):mx_missile(A,n):0.11737565376833214 
data(p279):immigration(A,n):0.6376408769915085 
data(p279):synfuels_corporation_cutback(A,n):-1.222720274454973 
data(p279):education_spending(A,y):0.8875370208418577 
data(p279):superfund_right_to_sue(A,y):-0.12956629123711946 
data(p279):crime(A,y):0.06110739199597015 
data(p279):duty_free_exports(A,n):-0.3370882746652618 
data(p279):export_administration_act_south_africa(A,y):-0.5491115807290119 
data(p119):handicapped_infants(A,n):0.5217249351967107 
data(p119):water_project_cost_sharing(A,y):1.6559457284465806 
data(p119):budget_resolution(A,y):1.1007888112275894 
data(p119):physician_fee_freeze(A,n):1.4136873823449847 
data(p119):el_salvador_aid(A,n):-0.32919454910575535 
data(p119):religious_groups_in_schools(A,n):-0.29711505338197963 
data(p119):anti_satellite_test_ban(A,n):-0.27971841074604653 
data(p119):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p119):mx_missile(A,y):1.738985764404215 
data(p119):immigration(A,y):-0.8205800433558915 
data(p119):synfuels_corporation_cutback(A,y):0.18642807559061322 
data(p119):education_spending(A,n):1.1543979856252233 
data(p119):superfund_right_to_sue(A,n):0.3926865533707948 
data(p119):crime(A,n):0.13836902219454988 
data(p119):duty_free_exports(A,y):0.11670678648297197 
data(p119):export_administration_act_south_africa(A,y):-0.41164301471646664 
data(p326):handicapped_infants(A,n):0.4945239336898776 
data(p326):water_project_cost_sharing(A,y):1.836389998042199 
data(p326):budget_resolution(A,n):-1.0345050996079608 
data(p326):physician_fee_freeze(A,n):1.7633805865697303 
data(p326):el_salvador_aid(A,y):-0.2040834197207329 
data(p326):religious_groups_in_schools(A,y):0.23045638169668328 
data(p326):anti_satellite_test_ban(A,n):-0.3213285828424508 
data(p326):aid_to_nicaraguan_contras(A,n):2.2409583618127797 
data(p326):immigration(A,n):0.5978596353351177 
data(p326):synfuels_corporation_cutback(A,n):-1.1701953263454599 
data(p326):education_spending(A,y):0.8812573742650981 
data(p326):superfund_right_to_sue(A,y):-0.13390955597469675 
data(p326):crime(A,y):0.07363422010117832 
data(p326):duty_free_exports(A,n):-0.36122435410663956 
data(p326):export_administration_act_south_africa(A,y):-0.4278884118340313 
data(p171):handicapped_infants(A,y):0.14564162003105444 
data(p171):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p171):budget_resolution(A,y):1.0638962772714728 
data(p171):physician_fee_freeze(A,n):1.6683315059223185 
data(p171):el_salvador_aid(A,n):-0.3226001521300871 
data(p171):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p171):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p171):mx_missile(A,y):1.7235621737867808 
data(p171):synfuels_corporation_cutback(A,n):-1.2681206677833108 
data(p171):education_spending(A,n):1.1388733510066904 
data(p171):superfund_right_to_sue(A,n):0.4246341199188944 
data(p171):crime(A,n):0.2128743905897171 
data(p171):duty_free_exports(A,y):0.14085562130484847 
data(p375):handicapped_infants(A,n):0.4772041190394537 
data(p375):water_project_cost_sharing(A,y):1.8872697852878948 
data(p375):budget_resolution(A,n):-1.0843340277780256 
data(p375):physician_fee_freeze(A,y):-4.8414258216313275 
data(p375):el_salvador_aid(A,y):-0.2040834197207329 
data(p375):religious_groups_in_schools(A,y):0.20464388860477015 
data(p375):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p375):aid_to_nicaraguan_contras(A,n):2.2636301563263572 
data(p375):mx_missile(A,n):0.11069018742596651 
data(p375):immigration(A,n):0.65459688036518 
data(p375):synfuels_corporation_cutback(A,n):-1.2483899347229344 
data(p375):education_spending(A,y):0.891999907242203 
data(p375):superfund_right_to_sue(A,y):-0.13623788542892287 
data(p375):crime(A,y):0.07363422010117832 
data(p375):duty_free_exports(A,n):-0.3049492355053248 
data(p375):export_administration_act_south_africa(A,y):-0.6004191789920922 
data(p55):handicapped_infants(A,y):0.21393175189505917 
data(p55):water_project_cost_sharing(A,y):1.9335715330731722 
data(p55):budget_resolution(A,y):1.2278766452526881 
data(p55):physician_fee_freeze(A,n):1.3870941887440684 
data(p55):el_salvador_aid(A,n):-0.34658821229145087 
data(p55):religious_groups_in_schools(A,y):0.23784693876227056 
data(p55):aid_to_nicaraguan_contras(A,y):0.4037274861658461 
data(p55):mx_missile(A,n):0.1260309599332164 
data(p55):immigration(A,n):0.7098043406284406 
data(p55):synfuels_corporation_cutback(A,y):0.3081280055268177 
data(p55):education_spending(A,y):0.880053843417353 
data(p55):superfund_right_to_sue(A,n):0.4904351395548796 
data(p55):crime(A,y):0.056909694903193295 
data(p55):duty_free_exports(A,n):-0.39390104431314843 
data(p177):handicapped_infants(A,n):0.5622793887517752 
data(p177):water_project_cost_sharing(A,n):-0.2090244895343019 
data(p177):budget_resolution(A,y):1.027588854148143 
data(p177):physician_fee_freeze(A,y):-5.245535288881742 
data(p177):el_salvador_aid(A,n):-0.29097269411564336 
data(p177):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p177):anti_satellite_test_ban(A,y):-0.21130623750703267 
data(p177):aid_to_nicaraguan_contras(A,y):0.3922633441297504 
data(p177):mx_missile(A,y):1.7568035419651093 
data(p177):immigration(A,y):-0.792517110423512 
data(p177):synfuels_corporation_cutback(A,n):-1.399719471417949 
data(p177):education_spending(A,n):1.2670182653732411 
data(p177):superfund_right_to_sue(A,n):0.39909367690694236 
data(p177):crime(A,y):0.021973200205942588 
data(p177):duty_free_exports(A,y):0.14154250496795345 
data(p177):export_administration_act_south_africa(A,y):-0.512274698571759 
data(p195):handicapped_infants(A,n):0.533380980903944 
data(p195):water_project_cost_sharing(A,n):-0.16727234393008747 
data(p195):budget_resolution(A,y):1.0098145308802575 
data(p195):physician_fee_freeze(A,n):1.4824437107586768 
data(p195):el_salvador_aid(A,n):-0.31706768164493093 
data(p195):religious_groups_in_schools(A,y):0.2619018156432639 
data(p195):anti_satellite_test_ban(A,y):-0.173280077834873 
data(p195):mx_missile(A,y):1.7463572389099695 
data(p195):immigration(A,y):-0.7825304726054463 
data(p195):synfuels_corporation_cutback(A,y):0.1682004020780213 
data(p195):education_spending(A,n):1.2257397592433492 
data(p195):superfund_right_to_sue(A,n):0.39929118791632573 
data(p195):crime(A,n):0.14019264782913068 
data(p195):duty_free_exports(A,y):0.14720675958507315 
data(p195):export_administration_act_south_africa(A,y):-0.3839183122844558 
data(p199):handicapped_infants(A,n):0.5366225297083819 
data(p199):water_project_cost_sharing(A,n):-0.1827423392917261 
data(p199):budget_resolution(A,y):1.07064855260016 
data(p199):physician_fee_freeze(A,n):1.4314921527688194 
data(p199):el_salvador_aid(A,n):-0.3147591425778376 
data(p199):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p199):anti_satellite_test_ban(A,y):-0.16877016961550192 
data(p199):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p199):mx_missile(A,y):1.7860017621203017 
data(p199):immigration(A,y):-0.7616176664194679 
data(p199):synfuels_corporation_cutback(A,y):0.18417625874947777 
data(p199):education_spending(A,n):1.2024576635340603 
data(p199):crime(A,n):0.15718422936834797 
