data(p87):a1(A,1):-0.29557053869733513 
data(p48):a23(A,2):0.7137574554420615 
data(p48):a24(A,2):0.32275672833685554 
data(p48):a25(A,2):0.0020661170814405805 
data(p48):a26(A,1):0.00735600374711057 
data(p48):a27(A,1):-0.5381744779783006 
data(p48):a28(A,0):-0.23841778098640548 
data(p48):a29(A,0):-0.2920434378425055 
data(p48):a30(A,1):-0.14521537518083213 
data(p48):a31(A,2):-0.3053449746753443 
data(p48):a32(A,3):-0.24924008528140604 
data(p48):a33(A,3):-0.0015568433760078007 
data(p48):a34(A,3):-0.09394576891976776 
data(p48):a35(A,2):-0.45784442129910297 
data(p48):a36(A,2):-0.4784413381628228 
data(p48):a37(A,2):0.1310904305312325 
data(p48):a38(A,2):0.28407121403547 
data(p48):a39(A,2):0.2980889705795613 
data(p48):a40(A,3):-0.24779816786870795 
data(p48):a41(A,3):0.231462321058953 
data(p48):a42(A,3):0.13178270508086717 
data(p48):a43(A,3):0.37722617238397843 
data(p48):a44(A,3):0.5230086851145821 
data(p48):a45(A,3):0.5446493662701127 
data(p48):a46(A,3):0.3284115182237527 
data(p48):a47(A,2):-0.10982849923917214 
data(p48):a48(A,2):0.2757403894778701 
data(p48):a49(A,1):0.10097895830397824 
data(p48):a50(A,3):-0.4187543487121306 
data(p48):a51(A,0):-1.0939769954176044 
data(p48):a52(A,0):-1.1822088203981282 
data(p48):a53(A,0):-0.0026578497410676225 
data(p48):a54(A,0):0.1874632304057005 
data(p48):a55(A,0):0.6233799129569882 
data(p48):a56(A,2):-0.0432372179253995 
data(p48):a57(A,2):-0.10361790539719062 
data(p48):a58(A,1):-0.16066366204707633 
data(p48):a59(A,2):0.0034643521875080043 
data(p48):a60(A,2):-0.2389682116147204 
data(p172):a1(A,1):-0.23533274587312664 
data(p172):a2(A,0):0.09495905212335935 
data(p172):a3(A,2):-0.04333058947779852 
data(p172):a4(A,2):0.13598484813301792 
data(p172):a5(A,1):0.10994454897209165 
data(p172):a6(A,1):-0.13088982475611943 
data(p172):a7(A,3):-0.07436639412510442 
data(p172):a8(A,3):-0.3991120690422195 
data(p172):a9(A,3):0.7826080153667594 
data(p172):a10(A,3):0.5332863508131771 
data(p172):a11(A,3):0.36401854176704507 
data(p172):a12(A,3):0.535223102016413 
data(p172):a13(A,3):0.11157455434523444 
data(p172):a14(A,2):0.3531511822243656 
data(p172):a15(A,0):0.48590760099137925 
data(p172):a16(A,0):0.04414566984009775 
data(p172):a17(A,0):0.15269121612716582 
data(p172):a18(A,2):-0.17694836208123707 
data(p172):a19(A,2):-0.3233020624770752 
data(p172):a20(A,3):0.029488445344651677 
data(p172):a21(A,3):1.5094023926640057 
data(p172):a22(A,3):-0.10970634666441088 
data(p172):a23(A,3):1.1976557664078566 
data(p172):a24(A,3):0.32337037634896515 
data(p172):a25(A,2):-0.008397567311996224 
data(p172):a26(A,2):-0.10374911060342662 
data(p172):a27(A,2):0.20371923351684731 
data(p172):a28(A,2):0.14441413510071774 
data(p172):a29(A,1):-0.45188348693148905 
data(p172):a30(A,0):-0.14782396963432384 
data(p172):a31(A,1):0.21538758029518537 
data(p172):a32(A,2):-0.17880182026007949 
data(p172):a33(A,3):0.0012005854406158692 
data(p172):a34(A,3):-0.11939421287706119 
data(p172):a35(A,2):-0.4381676960658611 
data(p172):a36(A,2):-0.3648397553582858 
data(p172):a37(A,2):0.13684474222215928 
data(p172):a38(A,2):0.36994199475632517 
data(p172):a39(A,2):0.28358374901029215 
data(p172):a40(A,2):-0.30175219594143016 
data(p172):a41(A,2):0.25392171000085995 
data(p172):a42(A,1):-0.12416563776831932 
data(p172):a43(A,1):-0.23131150259076588 
data(p172):a44(A,2):0.3617430952973938 
data(p172):a45(A,2):-0.02880280024524246 
data(p172):a46(A,1):0.1302487103703019 
data(p172):a47(A,1):0.0019080033568588846 
data(p172):a48(A,2):0.380491310853032 
data(p172):a49(A,1):0.16582145043947968 
data(p172):a50(A,2):-0.20912830232577137 
data(p172):a51(A,1):-0.6758277256060814 
data(p172):a52(A,2):0.8580784921533017 
data(p172):a53(A,1):0.03797011057244394 
data(p172):a54(A,3):-0.1285237250445082 
data(p172):a55(A,2):-0.6647428656998858 
data(p172):a56(A,3):0.14468621814273486 
data(p172):a57(A,2):-0.11540516274883604 
data(p172):a58(A,3):0.25431575505064036 
data(p172):a59(A,3):0.04932720544739058 
data(p172):a60(A,2):-0.1582667416519635 
data(p113):a1(A,3):0.4194817013996481 
data(p113):a2(A,2):-0.13519443149040072 
data(p113):a3(A,3):-0.14126644834727295 
data(p113):a4(A,3):0.4802399180686654 
data(p113):a5(A,3):0.2152904090033243 
data(p113):a6(A,3):0.1277122247832606 
data(p113):a7(A,2):0.057476779403884966 
data(p113):a8(A,0):0.32696606440068116 
data(p113):a9(A,1):-0.30484314846933047 
data(p113):a10(A,1):-0.3505617254703596 
data(p113):a11(A,2):0.22483346393167813 
data(p113):a12(A,3):0.5558343509898568 
data(p113):a13(A,3):0.23187058526558105 
data(p113):a14(A,3):0.10742705199507772 
data(p113):a15(A,3):-1.021470172175191 
data(p113):a16(A,3):-0.2155040872966554 
data(p113):a17(A,3):-0.15185577499714556 
data(p113):a18(A,3):-0.08517680300149685 
data(p113):a19(A,3):-0.2497605276286403 
data(p113):a20(A,3):0.05002821561647255 
data(p113):a21(A,3):1.6070483027971545 
data(p113):a22(A,3):-0.0935604561106971 
data(p113):a23(A,3):1.2120603940745514 
data(p113):a24(A,2):0.36539778548998497 
data(p113):a25(A,1):-0.015915740274886417 
data(p113):a26(A,0):0.18738958659325883 
data(p113):a27(A,0):0.10076997334586121 
data(p113):a28(A,0):-0.04742668951651529 
data(p113):a29(A,0):-0.19179520706492836 
data(p113):a30(A,0):-0.13781563134417638 
data(p113):a31(A,0):0.45065364829433896 
data(p113):a32(A,0):0.2178159668898907 
data(p113):a33(A,1):-0.03679294041535374 
data(p113):a34(A,2):-0.08808106730762964 
data(p113):a35(A,2):-0.3758537594405331 
data(p113):a36(A,2):-0.3222715179303372 
data(p113):a37(A,2):0.13832603465546336 
data(p113):a38(A,2):0.4242434004285343 
data(p113):a39(A,2):0.27937555145493465 
data(p113):a40(A,1):0.3608290911804683 
data(p113):a41(A,1):-0.18786393067161997 
data(p113):a42(A,2):0.15860458388544654 
data(p113):a43(A,2):0.1630773116511641 
data(p113):a44(A,2):0.361368802899898 
data(p113):a45(A,1):-0.29005346360789436 
data(p113):a46(A,1):0.14499669451326902 
data(p113):a47(A,1):0.007952014671554276 
data(p113):a48(A,0):-0.8595384969889845 
data(p113):a49(A,1):0.1661119464850695 
data(p113):a50(A,1):0.21394028877201787 
data(p113):a51(A,1):-0.6447401213856544 
data(p113):a52(A,2):0.8641703458813098 
data(p113):a53(A,0):-0.04493379910139764 
data(p113):a54(A,3):-0.025340911701813247 
data(p113):a55(A,3):-0.5287604878623549 
data(p113):a56(A,2):-0.03782867470759361 
data(p113):a57(A,3):-0.0866106018759583 
data(p113):a58(A,3):0.25410272318446625 
data(p113):a59(A,3):0.10930956627712352 
data(p113):a60(A,1):-0.05187556880991314 
data(p153):a1(A,0):-0.40330356572432047 
data(p153):a2(A,1):0.036390702611217435 
data(p153):a3(A,0):0.10595930083325991 
data(p153):a4(A,0):-0.2725777608307864 
data(p153):a5(A,0):-0.5981742478101283 
data(p153):a6(A,0):-0.17325136516076833 
data(p153):a7(A,0):0.0066029350100048 
data(p153):a8(A,0):0.3122226058779298 
data(p153):a9(A,1):-0.2665045126972241 
data(p153):a10(A,2):0.6828405300406355 
data(p153):a11(A,2):0.2483839115877322 
data(p153):a12(A,1):-0.3930911920180513 
data(p153):a13(A,0):-0.2672147337683966 
data(p153):a14(A,1):-0.1471878890020719 
data(p153):a15(A,2):0.11731237617557999 
data(p153):a16(A,2):0.28605274463115143 
data(p153):a17(A,3):-0.24556649278465711 
data(p153):a18(A,3):-0.16549544995136317 
data(p153):a19(A,3):-0.26458935665398503 
data(p153):a20(A,2):0.002860932178554264 
data(p153):a21(A,2):0.87450065837914 
data(p153):a22(A,2):-0.07499845927030101 
data(p153):a23(A,2):0.7946059500248326 
data(p153):a24(A,0):-0.37593693438921577 
data(p153):a25(A,0):0.0066030956065172616 
data(p153):a26(A,0):0.1884022229111696 
data(p153):a27(A,1):-0.5198062879583204 
data(p153):a28(A,2):0.16535799853577646 
data(p153):a29(A,3):0.3651384496507025 
data(p153):a30(A,3):0.06287630739777153 
data(p153):a31(A,2):-0.3294581386631634 
data(p153):a32(A,2):-0.15798916862429066 
data(p153):a33(A,2):0.17966863532326913 
data(p153):a34(A,1):0.09525730347954599 
data(p153):a35(A,1):0.449885812608502 
data(p153):a36(A,1):0.8408170490836402 
data(p153):a37(A,1):0.15708001674317976 
data(p153):a38(A,3):0.3746149927073473 
data(p153):a39(A,2):0.32268396435918684 
data(p153):a40(A,2):-0.27182625656780995 
data(p153):a41(A,0):-0.19311526672766846 
data(p153):a42(A,1):-0.16400301862099223 
data(p153):a43(A,3):0.3795149980135272 
data(p153):a44(A,3):0.5150630051156103 
data(p153):a45(A,1):-0.3428321781207876 
data(p153):a46(A,2):0.23545247959172885 
data(p153):a47(A,2):-0.03303913392979001 
data(p153):a48(A,1):0.05393323403780873 
data(p153):a49(A,2):-0.025710797568385808 
data(p153):a50(A,2):-0.2196106025269701 
data(p153):a51(A,1):-0.7089532318882228 
data(p153):a52(A,3):1.0000407402061822 
data(p153):a53(A,1):0.061921450411461125 
data(p153):a54(A,0):0.2494500821375173 
data(p153):a55(A,1):0.5426802089954202 
data(p153):a56(A,1):-0.15760878296535683 
data(p153):a57(A,0):0.08037481338458279 
data(p153):a58(A,2):0.24107916990986267 
data(p153):a59(A,0):0.017546064460240582 
data(p153):a60(A,1):0.006753031851382756 
data(p152):a1(A,2):0.23446885902235245 
data(p152):a2(A,2):-0.1052790830312101 
data(p152):a3(A,0):0.0871722202034356 
data(p152):a4(A,0):-0.37261170771549296 
data(p152):a5(A,1):0.08690119772481245 
data(p152):a6(A,0):-0.13987088509494977 
data(p152):a7(A,0):0.007903189676740356 
data(p152):a8(A,1):0.29151114572462894 
data(p152):a9(A,3):0.7408285246229374 
data(p152):a10(A,2):0.688806595678563 
data(p152):a11(A,1):-0.2654330021090127 
data(p152):a12(A,1):-0.4316844408783739 
data(p152):a13(A,1):-0.016737392268392236 
data(p152):a14(A,2):0.37905797227135496 
data(p152):a15(A,2):0.11306791536198352 
data(p152):a16(A,3):-0.15576200336646476 
data(p152):a17(A,3):-0.1628505437318085 
data(p152):a18(A,2):-0.1362912552416773 
data(p152):a19(A,2):-0.3157343702835506 
data(p152):a20(A,3):0.04069025237103341 
data(p152):a21(A,3):1.5581400723175716 
data(p152):a22(A,3):-0.11116815970669112 
data(p152):a23(A,2):0.7665908119493747 
data(p152):a24(A,1):-0.3614106399818113 
data(p152):a25(A,0):0.05536204468403229 
data(p152):a26(A,0):0.20139099631711366 
data(p152):a27(A,1):-0.48790458265683867 
data(p152):a28(A,0):-0.12005775997455237 
data(p152):a29(A,0):-0.22431005938881043 
data(p152):a30(A,0):-0.12056600951214792 
data(p152):a31(A,0):0.39356058182793646 
data(p152):a32(A,1):0.35853425008060075 
data(p152):a33(A,2):0.16001957070719466 
data(p152):a34(A,1):0.10068061507967162 
data(p152):a35(A,1):0.4821461072255842 
data(p152):a36(A,2):-0.3368485923408874 
data(p152):a37(A,2):0.18954247831632828 
data(p152):a38(A,2):0.3842418019225065 
data(p152):a39(A,1):-0.10223322505768505 
data(p152):a40(A,1):0.33001235189663697 
data(p152):a41(A,0):-0.18542401439422587 
data(p152):a42(A,1):-0.1255285962068286 
data(p152):a43(A,1):-0.1998350132746311 
data(p152):a44(A,0):-0.6848144205054507 
data(p152):a45(A,0):-0.23572343060703896 
data(p152):a46(A,0):-0.6004084773436379 
data(p152):a47(A,1):-0.0003668997746752757 
data(p152):a48(A,2):0.42458157426611814 
data(p152):a49(A,2):0.001289251330762538 
data(p152):a50(A,2):-0.23662314603781312 
data(p152):a51(A,2):0.9218635510869225 
data(p152):a52(A,2):0.9462713416666527 
data(p152):a53(A,0):-0.05607463731666659 
data(p152):a54(A,2):-0.28585057536748537 
data(p152):a55(A,1):0.5491278775071144 
data(p152):a56(A,3):0.1971743684896479 
data(p152):a57(A,1):0.13540573464011807 
data(p152):a58(A,2):0.2143224328659555 
data(p152):a59(A,0):-0.04012419765888997 
data(p152):a60(A,3):0.25739560756599467 
data(p200):a1(A,0):-0.39427775377143714 
data(p200):a2(A,3):-0.014314972883692555 
data(p200):a3(A,2):-0.025905117729439656 
data(p200):a4(A,0):-0.3284593203865121 
data(p200):a5(A,0):-0.6484900848539881 
data(p200):a6(A,0):-0.18791896727836205 
data(p200):a7(A,2):0.07119080373921663 
data(p200):a8(A,1):0.31063956068985243 
data(p200):a9(A,2):0.7187241797521158 
data(p200):a10(A,2):0.6213964811025747 
data(p200):a11(A,3):0.39071877769863184 
data(p200):a12(A,2):0.5721281992562203 
data(p200):a13(A,2):0.24671994709604558 
data(p200):a14(A,1):-0.14020501341579206 
data(p200):a15(A,1):0.5718485512824111 
data(p200):a16(A,0):0.0040736443035589275 
data(p200):a17(A,1):0.06948090769424081 
data(p200):a18(A,2):-0.15175107285724967 
data(p200):a19(A,2):-0.29388449617216145 
data(p200):a20(A,2):0.04117019333306195 
data(p200):a21(A,2):0.7316521957281338 
data(p200):a22(A,2):-0.07911634299000597 
data(p200):a23(A,2):0.6307215162095807 
data(p200):a24(A,3):0.31971839210874214 
data(p200):a25(A,3):0.0066794025761582835 
data(p200):a26(A,3):-0.08940212376450964 
data(p200):a27(A,3):0.30344578143188344 
data(p200):a28(A,3):0.28603829869518776 
data(p200):a29(A,3):0.3688623883777043 
data(p200):a30(A,2):0.1517829722092088 
data(p200):a31(A,1):0.27548252463752015 
data(p200):a32(A,1):0.3096442231572453 
data(p200):a33(A,1):-0.07728504497795675 
data(p200):a34(A,1):0.10797120108608689 
data(p200):a35(A,1):0.47762019799439753 
data(p200):a36(A,0):1.2741468450477988 
data(p200):a37(A,0):0.2039290621792281 
data(p200):a38(A,0):-0.3364063150234621 
data(p200):a39(A,0):-0.4654220785852685 
data(p200):a40(A,0):0.306275078857715 
data(p200):a41(A,0):-0.2221018539692736 
data(p200):a42(A,0):-0.21988789037323647 
data(p200):a43(A,0):-0.2119206220351761 
data(p200):a44(A,1):-0.2552380650131098 
data(p200):a45(A,2):0.03660705818805327 
data(p200):a46(A,2):0.25897989569752433 
data(p200):a47(A,2):-0.01651287151229858 
data(p200):a48(A,1):0.0799611342319525 
data(p200):a49(A,1):0.13584078091790247 
data(p200):a50(A,0):0.3431866085146848 
data(p200):a51(A,2):0.9208443770294538 
data(p200):a52(A,2):0.8130758090464713 
data(p200):a53(A,2):-0.024697583829525367 
data(p200):a54(A,2):-0.21238777691541116 
data(p200):a55(A,0):0.6860565057964211 
data(p200):a56(A,0):0.017315057119467795 
data(p200):a57(A,0):0.07137385152127831 
data(p200):a58(A,1):-0.12335647832678599 
data(p200):a59(A,1):-0.08401831180479832 
data(p200):a60(A,1):-0.007634749324239358 
data(p126):a1(A,1):-0.24767508886902428 
data(p126):a2(A,3):-0.035104086968200436 
data(p126):a3(A,3):-0.10973405179156659 
data(p126):a4(A,1):-0.38866022485201196 
data(p126):a5(A,3):0.21680453349045042 
data(p126):a6(A,3):0.11242206713053197 
data(p126):a7(A,3):-0.06792720350851482 
data(p126):a8(A,3):-0.3965376774462003 
data(p126):a9(A,3):0.7038214747951475 
data(p126):a10(A,3):0.428127502562372 
data(p126):a11(A,3):0.3733677571112074 
data(p126):a12(A,3):0.5897826191866171 
data(p126):a13(A,3):0.13847440878119896 
data(p126):a14(A,3):0.03838893937489041 
data(p126):a15(A,3):-1.0448987019258904 
data(p126):a16(A,3):-0.27488330381153425 
data(p126):a17(A,3):-0.22971463923754656 
data(p126):a18(A,3):-0.08998367005705979 
data(p126):a19(A,3):-0.24965818749112298 
data(p126):a20(A,3):0.06216471033161083 
data(p126):a21(A,2):0.74412835264322 
data(p126):a22(A,3):-0.13887117503218865 
data(p126):a23(A,3):1.043493747500371 
data(p126):a24(A,3):0.3218717271341636 
data(p126):a25(A,3):0.00157002351653822 
data(p126):a26(A,3):-0.12037981093855 
data(p126):a27(A,2):0.1804578035125781 
data(p126):a28(A,1):-0.25667775997404263 
data(p126):a29(A,1):-0.39181721717985196 
data(p126):a30(A,1):-0.08341678017983296 
data(p126):a31(A,1):0.2662722364567453 
data(p126):a32(A,0):0.17134675593020957 
data(p126):a33(A,0):-0.09126576206453721 
data(p126):a34(A,1):0.09933322415724537 
data(p126):a35(A,2):-0.4437819748002503 
data(p126):a36(A,1):0.7468526572658427 
data(p126):a37(A,1):0.16844458052437042 
data(p126):a38(A,1):-0.3836319709966754 
data(p126):a39(A,1):-0.12106812204638213 
data(p126):a40(A,1):0.3792725926585598 
data(p126):a41(A,2):0.22948345067872092 
data(p126):a42(A,2):0.17613104740049043 
data(p126):a43(A,0):-0.2176640444149222 
data(p126):a44(A,0):-0.5939859089323141 
data(p126):a45(A,2):0.015971229988573494 
data(p126):a46(A,2):0.2370592667383531 
data(p126):a47(A,2):-0.022225983814248684 
data(p126):a48(A,1):-0.026412653378857 
data(p126):a49(A,0):-0.3200918201988859 
data(p126):a50(A,2):-0.19398719653544613 
data(p126):a51(A,2):0.9743878456570091 
data(p126):a52(A,3):0.9013728365118666 
data(p126):a53(A,3):0.008945688157851331 
data(p126):a54(A,3):-0.0715822949220967 
data(p126):a55(A,3):-0.531878729370461 
data(p126):a56(A,3):0.19518149848666422 
data(p126):a57(A,3):-0.09454026098102117 
data(p126):a58(A,2):0.2103788598147016 
data(p126):a59(A,0):0.01251432472769944 
data(p126):a60(A,1):0.004635964580266969 
data(p8):a1(A,3):0.34468434152833966 
data(p8):a2(A,3):-0.08287930387382984 
data(p8):a3(A,3):-0.11699564817952715 
data(p8):a4(A,1):-0.43624037019808654 
data(p8):a5(A,3):0.17833682103113568 
data(p8):a6(A,2):0.13303906912815577 
data(p8):a7(A,1):0.0038457717929874253 
data(p8):a8(A,0):0.33035485289611416 
data(p8):a9(A,1):-0.35694631032369506 
data(p8):a10(A,3):0.4689697126480614 
data(p8):a11(A,2):0.2974050403581523 
data(p8):a12(A,2):0.5821753047506404 
data(p8):a13(A,2):0.25932761885682565 
data(p8):a14(A,2):0.33151505364544737 
data(p8):a15(A,3):-1.0960896172517807 
data(p8):a16(A,2):0.24465059607718645 
data(p8):a17(A,1):0.059731490564292555 
data(p8):a18(A,0):0.11623009556810311 
data(p8):a19(A,2):-0.3759784661028595 
data(p8):a20(A,3):0.030879586504144095 
data(p8):a21(A,2):0.7776291183165664 
data(p8):a22(A,1):0.05415272586617227 
data(p8):a23(A,1):-1.0745938256277614 
data(p8):a24(A,3):0.2733342236751466 
data(p8):a25(A,2):-0.012907514248842624 
data(p8):a26(A,2):-0.1294701697040462 
data(p8):a27(A,2):0.09890483001141559 
data(p8):a28(A,1):-0.407867066192553 
data(p8):a29(A,0):-0.33164165296532994 
data(p8):a30(A,0):-0.14010488878232882 
data(p8):a31(A,0):0.36609904711940205 
data(p8):a32(A,0):0.11910912954728994 
data(p8):a33(A,0):-0.13103424984776937 
data(p8):a34(A,2):-0.11677008219215058 
data(p8):a35(A,2):-0.47212936658353166 
data(p8):a36(A,0):1.174600118495984 
data(p8):a37(A,1):0.049924657248027624 
data(p8):a38(A,2):0.2994108526496253 
data(p8):a39(A,2):0.27809893292126414 
data(p8):a40(A,1):0.30975519741230706 
data(p8):a41(A,0):-0.2782099701090899 
data(p8):a42(A,1):-0.14446384007162688 
data(p8):a43(A,1):-0.27422607464800847 
data(p8):a44(A,1):-0.2960408991359252 
data(p8):a45(A,2):-0.043142617955386604 
data(p8):a46(A,3):0.34964596381700996 
data(p8):a47(A,2):-0.050753169643334914 
data(p8):a48(A,0):-1.0620171071049158 
data(p8):a49(A,1):0.07187405706717857 
data(p8):a50(A,1):0.22863622336240796 
data(p8):a51(A,0):-1.1964900569296961 
data(p8):a52(A,1):-0.8175180229164063 
data(p8):a53(A,2):-0.07484849131623893 
data(p8):a54(A,0):0.18616762179885618 
data(p8):a55(A,2):-0.7023839022143422 
data(p8):a56(A,2):-0.03568404981595099 
data(p8):a57(A,2):-0.11860676505310723 
data(p8):a58(A,1):-0.1936582271554292 
data(p8):a59(A,1):-0.11798282281664199 
data(p8):a60(A,1):-0.04020359213843411 
data(p169):a1(A,0):-0.3978575381481815 
data(p169):a2(A,1):0.1208398155549353 
data(p169):a3(A,1):0.08302888364571395 
data(p169):a4(A,0):-0.2756423727298785 
data(p169):a5(A,1):0.08153893305363004 
data(p169):a6(A,1):-0.09952460715953519 
data(p169):a7(A,1):-0.002224658460045678 
data(p169):a8(A,0):0.305980877769256 
data(p169):a9(A,1):-0.38992394028421873 
data(p169):a10(A,1):-0.45209696755504636 
data(p169):a11(A,1):-0.3043581301522518 
data(p169):a12(A,2):0.525776803652564 
data(p169):a13(A,1):-0.05777038634071774 
data(p169):a14(A,0):-0.20004926861381683 
data(p169):a15(A,0):0.4705356280839408 
data(p169):a16(A,0):0.025334904900577604 
data(p169):a17(A,2):0.10953984528267292 
data(p169):a18(A,2):-0.18717010012188065 
data(p169):a19(A,2):-0.2808349540016995 
data(p169):a20(A,2):0.04328289624082158 
data(p169):a21(A,2):0.9792529504376106 
data(p169):a22(A,2):-0.09759771758632764 
data(p169):a23(A,3):1.19440451625581 
data(p169):a24(A,2):0.3195651591124441 
data(p169):a25(A,3):0.006079970453384627 
data(p169):a26(A,3):-0.05845593728292022 
data(p169):a27(A,3):0.41757142006916725 
data(p169):a28(A,3):0.27489002984544797 
data(p169):a29(A,3):0.3525562063559831 
data(p169):a30(A,2):0.134613802754308 
data(p169):a31(A,0):0.3878045313623896 
data(p169):a32(A,1):0.33384434731798923 
data(p169):a33(A,1):-0.07633556533770629 
data(p169):a34(A,2):-0.08313184208495315 
